Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,skye,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,breach,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,killjoy,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,sova,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,cypher,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Haven,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,brimstone,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,gekko,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,harbor,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Bind,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,jett,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,omen,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,skye,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,astra,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,fade,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Lotus,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,jett,67%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,harbor,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,cypher,33%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,killjoy,33%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,astra,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,omen,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,brimstone,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,gekko,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,All Maps,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,harbor,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,brimstone,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,gekko,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bind,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,harbor,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,raze,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Pearl,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,astra,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,omen,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Split,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,jett,63%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,skye,63%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,viper,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,breach,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,brimstone,38%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,omen,38%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,sova,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,killjoy,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,astra,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,fade,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,gekko,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,harbor,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,All Maps,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,brimstone,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,gekko,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,harbor,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Bind,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,skye,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,viper,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,breach,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,brimstone,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,killjoy,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,fade,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Fracture,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,skye,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,raze,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,viper,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,breach,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,omen,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,sova,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,killjoy,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Haven,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,omen,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,astra,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,Split,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,jett,63%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,raze,63%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,killjoy,63%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,skye,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,omen,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,viper,38%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,breach,38%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,astra,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,kayo,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,brimstone,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,cypher,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,harbor,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,gekko,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,sova,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,All Maps,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,raze,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,skye,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,omen,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,viper,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,astra,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,kayo,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,sova,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Ascent,yoru,0%
