Tournament,Stage,Match Type,Map,Team,Agent Picked,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,TYLOO,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,TYLOO,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,TYLOO,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,TYLOO,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,TYLOO,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,FunPlus Phoenix,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,FunPlus Phoenix,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,FunPlus Phoenix,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,FunPlus Phoenix,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Ascent,FunPlus Phoenix,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,TYLOO,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,TYLOO,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,TYLOO,brimstone,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,TYLOO,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,TYLOO,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,FunPlus Phoenix,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,FunPlus Phoenix,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,FunPlus Phoenix,brimstone,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,FunPlus Phoenix,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,Fracture,FunPlus Phoenix,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,Bilibili Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,Bilibili Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,Bilibili Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,Bilibili Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,Bilibili Gaming,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,FunPlus Phoenix,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,FunPlus Phoenix,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,FunPlus Phoenix,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,FunPlus Phoenix,harbor,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Lotus,FunPlus Phoenix,gekko,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,Bilibili Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,Bilibili Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,Bilibili Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,Bilibili Gaming,brimstone,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,Bilibili Gaming,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,FunPlus Phoenix,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,FunPlus Phoenix,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,FunPlus Phoenix,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,FunPlus Phoenix,brimstone,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bind,FunPlus Phoenix,reyna,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,Bilibili Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,Bilibili Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,Bilibili Gaming,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,Bilibili Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,Bilibili Gaming,harbor,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,FunPlus Phoenix,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,FunPlus Phoenix,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,FunPlus Phoenix,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,FunPlus Phoenix,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Pearl,FunPlus Phoenix,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,Bilibili Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,Bilibili Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,Bilibili Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,Bilibili Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,Bilibili Gaming,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,FunPlus Phoenix,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,FunPlus Phoenix,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,FunPlus Phoenix,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,FunPlus Phoenix,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Split,FunPlus Phoenix,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,Bilibili Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,Bilibili Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,Bilibili Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,Bilibili Gaming,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,Bilibili Gaming,kayo,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,FunPlus Phoenix,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,FunPlus Phoenix,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,FunPlus Phoenix,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,FunPlus Phoenix,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Ascent,FunPlus Phoenix,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Monarch Effect,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Monarch Effect,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Monarch Effect,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Monarch Effect,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Monarch Effect,harbor,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Royal Never Give Up,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Royal Never Give Up,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Royal Never Give Up,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Royal Never Give Up,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Royal Never Give Up,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Weibo Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Weibo Gaming,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Weibo Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Weibo Gaming,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Weibo Gaming,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Dragon Ranger Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Dragon Ranger Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Dragon Ranger Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Dragon Ranger Gaming,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Dragon Ranger Gaming,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Trace Esports,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Trace Esports,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Trace Esports,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Trace Esports,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Trace Esports,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Four Angry Men,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Four Angry Men,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Four Angry Men,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Four Angry Men,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Haven,Four Angry Men,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Trace Esports,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Trace Esports,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Trace Esports,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Trace Esports,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Trace Esports,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Four Angry Men,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Four Angry Men,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Four Angry Men,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Four Angry Men,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Four Angry Men,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,TYLOO,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,TYLOO,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,TYLOO,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,TYLOO,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,TYLOO,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Shenzhen NTER,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Shenzhen NTER,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Shenzhen NTER,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Shenzhen NTER,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Lotus,Shenzhen NTER,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Monarch Effect,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Monarch Effect,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Monarch Effect,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Monarch Effect,harbor,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Monarch Effect,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Royal Never Give Up,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Royal Never Give Up,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Royal Never Give Up,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Royal Never Give Up,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Royal Never Give Up,brimstone,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Weibo Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Weibo Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Weibo Gaming,brimstone,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Weibo Gaming,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Weibo Gaming,reyna,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Dragon Ranger Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Dragon Ranger Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Dragon Ranger Gaming,harbor,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Dragon Ranger Gaming,brimstone,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Bind,Dragon Ranger Gaming,reyna,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Monarch Effect,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Monarch Effect,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Monarch Effect,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Monarch Effect,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Monarch Effect,kayo,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Royal Never Give Up,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Royal Never Give Up,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Royal Never Give Up,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Royal Never Give Up,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Royal Never Give Up,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Weibo Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Weibo Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Weibo Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Weibo Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Weibo Gaming,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Dragon Ranger Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Dragon Ranger Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Dragon Ranger Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Dragon Ranger Gaming,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Split,Dragon Ranger Gaming,cypher,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,TYLOO,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,TYLOO,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,TYLOO,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,TYLOO,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,TYLOO,harbor,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,Shenzhen NTER,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,Shenzhen NTER,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,Shenzhen NTER,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,Shenzhen NTER,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Pearl,Shenzhen NTER,harbor,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Gank Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Gank Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Gank Gaming,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Gank Gaming,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Gank Gaming,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Royal Never Give Up,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Royal Never Give Up,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Royal Never Give Up,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Royal Never Give Up,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Royal Never Give Up,kayo,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,TYLOO,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,TYLOO,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,TYLOO,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,TYLOO,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,TYLOO,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Monarch Effect,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Monarch Effect,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Monarch Effect,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Monarch Effect,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Monarch Effect,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Dragon Ranger Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Dragon Ranger Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Dragon Ranger Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Dragon Ranger Gaming,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Dragon Ranger Gaming,kayo,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Rare Atom,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Rare Atom,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Rare Atom,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Rare Atom,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ascent,Rare Atom,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Gank Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Gank Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Gank Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Gank Gaming,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Gank Gaming,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Royal Never Give Up,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Royal Never Give Up,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Royal Never Give Up,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Royal Never Give Up,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Royal Never Give Up,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,TYLOO,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,TYLOO,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,TYLOO,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,TYLOO,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,TYLOO,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Monarch Effect,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Monarch Effect,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Monarch Effect,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Monarch Effect,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Monarch Effect,gekko,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Dragon Ranger Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Dragon Ranger Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Dragon Ranger Gaming,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Dragon Ranger Gaming,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Dragon Ranger Gaming,neon,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Rare Atom,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Rare Atom,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Rare Atom,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Rare Atom,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Rare Atom,neon,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Number One Player,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Number One Player,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Number One Player,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Number One Player,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Number One Player,harbor,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Douyu Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Douyu Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Douyu Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Douyu Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Douyu Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Shenzhen NTER,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Shenzhen NTER,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Shenzhen NTER,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Shenzhen NTER,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Shenzhen NTER,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Kingzone,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Kingzone,omen,0,1,1
