Tournament,Stage,Match Type,Map,Team,Agent Picked,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Kingzone,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Kingzone,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lotus,Kingzone,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Gank Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Gank Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Gank Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Gank Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Gank Gaming,yoru,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Royal Never Give Up,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Royal Never Give Up,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Royal Never Give Up,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Royal Never Give Up,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Royal Never Give Up,brimstone,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Four Angry Men,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Four Angry Men,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Four Angry Men,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Four Angry Men,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Four Angry Men,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Night Wings Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Night Wings Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Night Wings Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Night Wings Gaming,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Bind,Night Wings Gaming,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Dragon Ranger Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Dragon Ranger Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Dragon Ranger Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Dragon Ranger Gaming,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Dragon Ranger Gaming,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Rare Atom,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Rare Atom,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Rare Atom,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Rare Atom,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Rare Atom,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Weibo Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Weibo Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Weibo Gaming,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Weibo Gaming,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Weibo Gaming,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Totoro Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Totoro Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Totoro Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Totoro Gaming,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Haven,Totoro Gaming,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Four Angry Men,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Four Angry Men,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Four Angry Men,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Four Angry Men,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Four Angry Men,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Night Wings Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Night Wings Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Night Wings Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Night Wings Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Night Wings Gaming,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,TYLOO,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,TYLOO,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,TYLOO,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,TYLOO,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,TYLOO,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Monarch Effect,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Monarch Effect,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Monarch Effect,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Monarch Effect,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Monarch Effect,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Weibo Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Weibo Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Weibo Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Weibo Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Weibo Gaming,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Totoro Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Totoro Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Totoro Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Totoro Gaming,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Totoro Gaming,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Number One Player,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Number One Player,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Number One Player,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Number One Player,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Number One Player,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Douyu Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Douyu Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Douyu Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Douyu Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Douyu Gaming,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Invincible Gaming,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Invincible Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Invincible Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Invincible Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Invincible Gaming,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Nova Esports,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Nova Esports,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Nova Esports,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Nova Esports,neon,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Split,Nova Esports,sage,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Invincible Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Invincible Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Invincible Gaming,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Invincible Gaming,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Invincible Gaming,brimstone,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Nova Esports,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Nova Esports,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Nova Esports,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Nova Esports,neon,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Nova Esports,brimstone,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Shenzhen NTER,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Shenzhen NTER,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Shenzhen NTER,neon,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Shenzhen NTER,brimstone,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Shenzhen NTER,cypher,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Kingzone,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Kingzone,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Kingzone,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Kingzone,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Fracture,Kingzone,brimstone,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Four Angry Men,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Four Angry Men,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Four Angry Men,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Four Angry Men,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Four Angry Men,harbor,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Night Wings Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Night Wings Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Night Wings Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Night Wings Gaming,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Pearl,Night Wings Gaming,harbor,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Rare Atom,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Rare Atom,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Rare Atom,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Rare Atom,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Rare Atom,neon,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Monarch Effect,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Monarch Effect,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Monarch Effect,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Monarch Effect,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Monarch Effect,gekko,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Totoro Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Totoro Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Totoro Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Totoro Gaming,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Totoro Gaming,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Shenzhen NTER,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Shenzhen NTER,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Shenzhen NTER,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Shenzhen NTER,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Shenzhen NTER,fade,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Gank Gaming,raze,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Gank Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Gank Gaming,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Gank Gaming,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Gank Gaming,fade,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Invincible Gaming,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Invincible Gaming,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Invincible Gaming,viper,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Invincible Gaming,skye,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Invincible Gaming,astra,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Number One Player,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Number One Player,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Number One Player,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Number One Player,breach,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Number One Player,neon,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Kingzone,raze,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Kingzone,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Kingzone,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Kingzone,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Lotus,Kingzone,breach,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Rare Atom,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Rare Atom,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Rare Atom,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Rare Atom,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Rare Atom,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Monarch Effect,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Monarch Effect,viper,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Monarch Effect,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Monarch Effect,skye,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Monarch Effect,astra,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Totoro Gaming,killjoy,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Totoro Gaming,omen,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Totoro Gaming,jett,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Totoro Gaming,sova,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Totoro Gaming,kayo,1,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Shenzhen NTER,killjoy,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Shenzhen NTER,omen,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Shenzhen NTER,jett,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Shenzhen NTER,sova,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Shenzhen NTER,kayo,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Ascent,Night Wings Gaming,killjoy,0,1,1
