Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Icebox,1,61%,39%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Split,1,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,All Maps,4,45%,55%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Breeze,2,36%,64%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Fracture,1,79%,21%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Haven,1,42%,58%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,All Maps,2,56%,44%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Bind,1,69%,31%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Fracture,1,45%,55%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Final,All Maps,2,38%,63%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Final,Ascent,1,24%,76%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Lower Final,Bind,1,53%,47%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Match 5/6,All Maps,2,34%,66%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Match 5/6,Breeze,1,41%,59%
Champions Tour CIS Stage 1: Challengers 1,Closed Qualifier,Match 5/6,Haven,1,29%,71%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,All Maps,69,51%,49%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Ascent,19,47%,53%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Icebox,17,53%,47%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Haven,8,51%,49%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Bind,7,44%,56%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Breeze,7,63%,38%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Split,6,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 64,Fracture,5,57%,43%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,All Maps,37,53%,47%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Icebox,11,61%,39%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Ascent,9,39%,61%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Breeze,6,52%,48%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Split,5,50%,50%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Haven,3,53%,47%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Fracture,2,68%,32%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 32,Bind,1,63%,38%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,All Maps,20,46%,54%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Icebox,5,57%,43%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Breeze,4,57%,43%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Ascent,3,28%,72%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Fracture,3,43%,57%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Bind,2,61%,39%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Split,2,27%,73%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Round of 16,Haven,1,41%,59%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Quarterfinals,All Maps,9,49%,51%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Icebox,3,56%,44%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Haven,2,39%,61%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Split,2,35%,65%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Breeze,1,63%,38%
Champions Tour CIS Stage 1: Challengers 1,Open Qualifier,Quarterfinals,Fracture,1,65%,35%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,All Maps,171,51%,49%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Icebox,42,57%,43%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Ascent,33,41%,59%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Breeze,24,56%,44%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Haven,21,48%,52%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Split,20,48%,52%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Fracture,16,54%,46%
Champions Tour CIS Stage 1: Challengers 1,All Stages,All Match Types,Bind,15,48%,52%
Skyesports Champions Series,Playoffs,Upper Bracket Round 1,All Maps,4,60%,40%
Skyesports Champions Series,Playoffs,Upper Bracket Round 1,Bind,1,54%,46%
Skyesports Champions Series,Playoffs,Upper Bracket Round 1,Breeze,1,50%,50%
Skyesports Champions Series,Playoffs,Upper Bracket Round 1,Fracture,1,65%,35%
Skyesports Champions Series,Playoffs,Upper Bracket Round 1,Haven,1,68%,32%
Skyesports Champions Series,Playoffs,Upper Bracket Semifinals,All Maps,5,55%,45%
Skyesports Champions Series,Playoffs,Upper Bracket Semifinals,Ascent,2,53%,47%
Skyesports Champions Series,Playoffs,Upper Bracket Semifinals,Breeze,1,43%,57%
Skyesports Champions Series,Playoffs,Upper Bracket Semifinals,Fracture,1,62%,38%
Skyesports Champions Series,Playoffs,Upper Bracket Semifinals,Haven,1,63%,38%
Skyesports Champions Series,Playoffs,Lower Bracket Round 1,All Maps,5,42%,58%
Skyesports Champions Series,Playoffs,Lower Bracket Round 1,Ascent,1,25%,75%
Skyesports Champions Series,Playoffs,Lower Bracket Round 1,Bind,1,65%,35%
Skyesports Champions Series,Playoffs,Lower Bracket Round 1,Fracture,1,46%,54%
Skyesports Champions Series,Playoffs,Lower Bracket Round 1,Haven,1,29%,71%
Skyesports Champions Series,Playoffs,Lower Bracket Round 1,Icebox,1,48%,52%
Skyesports Champions Series,Playoffs,Upper Bracket Final,All Maps,3,47%,53%
Skyesports Champions Series,Playoffs,Upper Bracket Final,Ascent,1,38%,63%
Skyesports Champions Series,Playoffs,Upper Bracket Final,Haven,1,55%,45%
Skyesports Champions Series,Playoffs,Upper Bracket Final,Icebox,1,50%,50%
Skyesports Champions Series,Playoffs,Lower Round 2,All Maps,2,59%,41%
Skyesports Champions Series,Playoffs,Lower Round 2,Bind,1,71%,29%
Skyesports Champions Series,Playoffs,Lower Round 2,Breeze,1,41%,59%
Skyesports Champions Series,Playoffs,Grand Final,All Maps,5,49%,51%
Skyesports Champions Series,Playoffs,Grand Final,Ascent,1,33%,67%
Skyesports Champions Series,Playoffs,Grand Final,Bind,1,50%,50%
Skyesports Champions Series,Playoffs,Grand Final,Fracture,1,57%,43%
Skyesports Champions Series,Playoffs,Grand Final,Haven,1,46%,54%
Skyesports Champions Series,Playoffs,Grand Final,Split,1,63%,37%
Skyesports Champions Series,Playoffs,Lower Final,All Maps,2,56%,44%
Skyesports Champions Series,Playoffs,Lower Final,Ascent,1,43%,57%
Skyesports Champions Series,Playoffs,Lower Final,Fracture,1,72%,28%
Skyesports Champions Series,Group Stage,Day 1,All Maps,13,44%,56%
Skyesports Champions Series,Group Stage,Day 1,Haven,4,49%,51%
Skyesports Champions Series,Group Stage,Day 1,Ascent,2,47%,53%
Skyesports Champions Series,Group Stage,Day 1,Bind,2,50%,50%
Skyesports Champions Series,Group Stage,Day 1,Fracture,2,36%,64%
Skyesports Champions Series,Group Stage,Day 1,Icebox,2,38%,62%
Skyesports Champions Series,Group Stage,Day 1,Split,1,41%,59%
Skyesports Champions Series,Group Stage,Day 2,All Maps,14,47%,53%
Skyesports Champions Series,Group Stage,Day 2,Icebox,4,40%,60%
Skyesports Champions Series,Group Stage,Day 2,Bind,3,56%,44%
Skyesports Champions Series,Group Stage,Day 2,Split,3,53%,47%
Skyesports Champions Series,Group Stage,Day 2,Haven,2,49%,51%
Skyesports Champions Series,Group Stage,Day 2,Ascent,1,29%,71%
Skyesports Champions Series,Group Stage,Day 2,Fracture,1,38%,63%
Skyesports Champions Series,Group Stage,Day 3,All Maps,13,51%,49%
Skyesports Champions Series,Group Stage,Day 3,Haven,5,41%,59%
Skyesports Champions Series,Group Stage,Day 3,Ascent,3,59%,41%
Skyesports Champions Series,Group Stage,Day 3,Breeze,2,49%,51%
Skyesports Champions Series,Group Stage,Day 3,Bind,1,65%,35%
Skyesports Champions Series,Group Stage,Day 3,Fracture,1,59%,41%
Skyesports Champions Series,Group Stage,Day 3,Split,1,53%,47%
Skyesports Champions Series,Group Stage,Day 4,All Maps,12,53%,47%
Skyesports Champions Series,Group Stage,Day 4,Split,3,52%,48%
Skyesports Champions Series,Group Stage,Day 4,Ascent,3,61%,39%
Skyesports Champions Series,Group Stage,Day 4,Bind,2,56%,44%
Skyesports Champions Series,Group Stage,Day 4,Haven,2,41%,59%
Skyesports Champions Series,Group Stage,Day 4,Breeze,1,20%,80%
Skyesports Champions Series,Group Stage,Day 4,Fracture,1,77%,23%
Skyesports Champions Series,Group Stage,Day 5,All Maps,8,54%,46%
Skyesports Champions Series,Group Stage,Day 5,Ascent,2,32%,68%
Skyesports Champions Series,Group Stage,Day 5,Fracture,2,67%,33%
Skyesports Champions Series,Group Stage,Day 5,Bind,1,31%,69%
Skyesports Champions Series,Group Stage,Day 5,Haven,1,71%,29%
Skyesports Champions Series,Group Stage,Day 5,Icebox,1,79%,21%
Skyesports Champions Series,Group Stage,Day 5,Split,1,61%,39%
Skyesports Champions Series,Group Stage,Day 6,All Maps,5,51%,49%
Skyesports Champions Series,Group Stage,Day 6,Bind,2,55%,45%
Skyesports Champions Series,Group Stage,Day 6,Ascent,1,61%,39%
Skyesports Champions Series,Group Stage,Day 6,Haven,1,54%,46%
Skyesports Champions Series,Group Stage,Day 6,Icebox,1,33%,67%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,All Maps,15,53%,47%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,Haven,5,57%,43%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,Bind,4,58%,42%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,Ascent,2,44%,56%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,Split,2,36%,64%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,Breeze,1,45%,55%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Round of 16,Icebox,1,79%,21%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Quarterfinals,All Maps,8,48%,52%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Quarterfinals,Haven,4,53%,48%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Quarterfinals,Ascent,2,39%,61%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Quarterfinals,Bind,1,33%,67%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Quarterfinals,Icebox,1,67%,33%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Semifinals,All Maps,4,43%,57%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Semifinals,Icebox,2,52%,48%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Semifinals,Ascent,1,53%,47%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Semifinals,Split,1,25%,75%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Grand Final,All Maps,3,39%,61%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Grand Final,Ascent,1,59%,41%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Grand Final,Bind,1,8%,92%
Skyesports Champions Series,Regional Qualifiers: Rest of South Asia,Grand Final,Haven,1,42%,58%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,All Maps,18,44%,56%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,Ascent,5,39%,61%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,Haven,4,53%,48%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,Bind,3,52%,48%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,Fracture,2,49%,51%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,Icebox,2,42%,58%
Skyesports Champions Series,Regional Qualifiers: India,Round of 16,Split,2,27%,73%
Skyesports Champions Series,Regional Qualifiers: India,Quarterfinals,All Maps,6,59%,41%
Skyesports Champions Series,Regional Qualifiers: India,Quarterfinals,Haven,2,72%,28%
Skyesports Champions Series,Regional Qualifiers: India,Quarterfinals,Ascent,1,52%,48%
Skyesports Champions Series,Regional Qualifiers: India,Quarterfinals,Bind,1,59%,41%
Skyesports Champions Series,Regional Qualifiers: India,Quarterfinals,Fracture,1,45%,55%
Skyesports Champions Series,Regional Qualifiers: India,Quarterfinals,Split,1,54%,46%
Skyesports Champions Series,Regional Qualifiers: India,Semifinals,All Maps,6,55%,45%
Skyesports Champions Series,Regional Qualifiers: India,Semifinals,Haven,2,58%,43%
Skyesports Champions Series,Regional Qualifiers: India,Semifinals,Ascent,1,43%,57%
Skyesports Champions Series,Regional Qualifiers: India,Semifinals,Bind,1,75%,25%
Skyesports Champions Series,Regional Qualifiers: India,Semifinals,Fracture,1,58%,42%
Skyesports Champions Series,Regional Qualifiers: India,Semifinals,Split,1,38%,63%
Skyesports Champions Series,Regional Qualifiers: India,Grand Final,All Maps,4,60%,40%
Skyesports Champions Series,Regional Qualifiers: India,Grand Final,Ascent,1,72%,28%
Skyesports Champions Series,Regional Qualifiers: India,Grand Final,Bind,1,59%,41%
Skyesports Champions Series,Regional Qualifiers: India,Grand Final,Haven,1,71%,29%
Skyesports Champions Series,Regional Qualifiers: India,Grand Final,Icebox,1,42%,58%
Skyesports Champions Series,All Stages,All Match Types,All Maps,155,50%,50%
Skyesports Champions Series,All Stages,All Match Types,Haven,39,53%,48%
Skyesports Champions Series,All Stages,All Match Types,Ascent,32,47%,53%
Skyesports Champions Series,All Stages,All Match Types,Bind,27,55%,45%
Skyesports Champions Series,All Stages,All Match Types,Icebox,17,47%,53%
Skyesports Champions Series,All Stages,All Match Types,Split,17,45%,55%
Skyesports Champions Series,All Stages,All Match Types,Fracture,16,55%,45%
Skyesports Champions Series,All Stages,All Match Types,Breeze,7,43%,57%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,All Maps,8,47%,53%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Split,2,44%,56%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Haven,2,59%,41%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Ascent,1,48%,52%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Bind,1,33%,67%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Breeze,1,26%,74%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Quarterfinals,Fracture,1,57%,43%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,All Maps,5,55%,45%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Haven,2,55%,45%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Breeze,1,71%,29%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Fracture,1,47%,53%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Semifinals,Split,1,43%,57%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Final,All Maps,2,79%,21%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Final,Split,1,75%,25%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Upper Final,Ascent,1,84%,16%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Grand Final,All Maps,4,48%,52%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Grand Final,Ascent,1,23%,77%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Grand Final,Bind,1,38%,62%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Grand Final,Breeze,1,63%,38%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Grand Final,Icebox,1,71%,29%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,All Maps,5,60%,40%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Bind,1,24%,76%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Breeze,1,63%,38%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Haven,1,71%,29%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Icebox,1,67%,33%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 1,Split,1,75%,25%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,All Maps,5,52%,48%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Split,2,40%,60%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Ascent,1,45%,55%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Bind,1,55%,45%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 2,Haven,1,75%,25%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,All Maps,2,48%,52%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Split,1,31%,69%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Round 3,Ascent,1,67%,33%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Final,All Maps,2,68%,32%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Final,Split,1,77%,23%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Lower Final,Bind,1,56%,44%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Match 5/6,All Maps,2,67%,33%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Match 5/6,Fracture,1,68%,32%
Champions Tour Turkey Stage 1: Challengers 1,Closed Qualifier,Match 5/6,Haven,1,67%,33%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,All Maps,73,50%,50%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Ascent,18,48%,52%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Bind,15,48%,52%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Breeze,12,53%,47%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Icebox,12,59%,41%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Split,9,42%,58%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Haven,5,59%,41%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 64,Fracture,2,40%,60%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 32,All Maps,33,51%,49%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 32,Breeze,9,53%,47%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 32,Icebox,8,54%,46%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 32,Ascent,5,47%,53%
Champions Tour Turkey Stage 1: Challengers 1,Open Qualifier,Round of 32,Bind,5,50%,50%
