Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,maizi,TYLOO,"skye, breach, sova",75,0.96,182.7,0.87,80%,120.7,0.61,0.28,0.07,0.04,27%,,0/5,19,46,53,21,5,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,SORRYMYBAD,TYLOO,breach,24,0.82,101,0.57,67%,72.8,0.33,0.54,0.04,0,27%,,0/3,8,8,14,13,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,SORRYMYBAD,TYLOO,kayo,21,0.81,159,0.71,76%,106.8,0.57,0.38,0,0.05,31%,,0/2,12,12,17,8,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,SORRYMYBAD,TYLOO,killjoy,30,1.07,234,1.14,70%,174.8,0.8,0.27,0.1,0.07,17%,14%,1/7,24,24,21,8,3,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,SORRYMYBAD,TYLOO,"killjoy, breach, kayo",75,0.9,164.7,0.85,71%,123.1,0.59,0.39,0.05,0.04,21%,8%,1/12,24,44,52,29,4,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ninebody,TYLOO,jett,21,0.63,199,0.7,57%,129.2,0.67,0.24,0.19,0.14,34%,,0/3,14,14,20,5,4,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ninebody,TYLOO,raze,54,1.36,301.5,1.51,76%,191.7,1.04,0.19,0.15,0.17,25%,,0/1,33,56,37,10,8,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ninebody,TYLOO,"jett, raze",75,1.11,267.3,1.23,71%,174.2,0.93,0.2,0.16,0.16,26%,,0/4,33,70,57,15,12,12
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Abo,TYLOO,killjoy,21,0.77,192,0.76,71%,128.1,0.62,0.14,0.05,0.24,42%,,0/2,13,13,17,3,1,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Abo,TYLOO,viper,54,0.95,229,0.91,72%,147.6,0.76,0.24,0.26,0.09,43%,14%,1/7,24,41,45,13,14,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Abo,TYLOO,"killjoy, viper",75,0.89,216.7,0.87,72%,142.1,0.72,0.21,0.2,0.13,42%,11%,1/9,24,54,62,16,15,10
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,cxyy,Night Wings Gaming,astra,52,1.17,231.5,1.14,71%,150.4,0.77,0.38,0.15,0.15,29%,29%,2/7,21,40,35,20,8,8
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,cxyy,Night Wings Gaming,viper,28,1,216,0.95,68%,147.4,0.68,0.39,0.18,0.07,27%,,0/3,19,19,20,11,5,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,cxyy,Night Wings Gaming,"astra, viper",80,1.11,226.3,1.07,70%,149.3,0.74,0.39,0.16,0.13,28%,20%,2/10,21,59,55,31,13,10
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,9st,Night Wings Gaming,breach,28,0.75,132,0.55,61%,93.7,0.43,0.46,0,0.07,34%,,0/1,12,12,22,13,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,9st,Night Wings Gaming,killjoy,28,0.72,138,0.62,68%,98.7,0.46,0.21,0,0.21,17%,,0/2,13,13,21,6,0,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,9st,Night Wings Gaming,skye,24,0.88,201,1,75%,119.2,0.71,0.33,0.17,0.08,33%,,0/3,17,17,17,8,4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,9st,Night Wings Gaming,"skye, killjoy, breach",80,0.78,157,0.7,68%,103.1,0.53,0.34,0.05,0.13,26%,,0/6,17,42,60,27,4,10
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,barricade,Night Wings Gaming,harbor,28,0.91,174,1,71%,101.6,0.71,0.21,0.04,0.07,32%,,0/2,20,20,20,6,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,barricade,Night Wings Gaming,killjoy,24,1.09,212,1.4,71%,116.8,0.88,0.04,0.17,0.04,39%,,0/3,21,21,15,1,4,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,barricade,Night Wings Gaming,viper,28,0.84,154,0.8,61%,100.6,0.57,0.21,0.11,0.07,24%,20%,1/5,16,16,20,6,3,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,barricade,Night Wings Gaming,"harbor, killjoy, viper",80,0.95,180,1.04,68%,105.8,0.71,0.16,0.1,0.06,31%,10%,1/10,21,57,55,13,8,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,happywei,Night Wings Gaming,jett,52,1.15,238,1.17,79%,158,0.81,0.21,0.19,0.06,30%,29%,2/7,25,42,36,11,10,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,happywei,Night Wings Gaming,raze,28,0.78,170,0.71,64%,121.5,0.54,0.14,0.07,0.18,25%,,0/2,15,15,21,4,2,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,happywei,Night Wings Gaming,"jett, raze",80,1.02,215.3,1,74%,145.3,0.71,0.19,0.15,0.1,28%,22%,2/9,25,57,57,15,12,8
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XiaoFei,Night Wings Gaming,skye,56,1.27,251.5,1.33,71%,152.9,0.93,0.23,0.07,0.05,38%,40%,4/10,28,52,39,13,4,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XiaoFei,Night Wings Gaming,viper,24,1.06,185,1.14,79%,125.1,0.67,0.38,0.04,0.08,37%,50%,1/2,16,16,14,9,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XiaoFei,Night Wings Gaming,"skye, viper",80,1.2,229.3,1.28,74%,144.6,0.85,0.28,0.06,0.06,38%,42%,5/12,28,68,53,22,5,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XJian,Gank Gaming,astra,23,1.12,171,0.87,74%,124,0.57,0.52,0.09,0.13,34%,,0/1,13,13,15,12,2,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XJian,Gank Gaming,omen,43,0.84,161,0.8,65%,102.1,0.56,0.26,0.05,0.05,22%,25%,2/8,16,24,30,11,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XJian,Gank Gaming,"astra, omen",66,0.93,164.3,0.82,68%,109.7,0.56,0.35,0.06,0.08,26%,22%,2/9,16,37,45,23,4,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Babyblue,Gank Gaming,fade,23,1.44,279,1.6,78%,193.3,1.04,0.52,0.17,0,29%,,,24,24,15,12,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Babyblue,Gank Gaming,kayo,19,0.93,211,0.75,58%,142.4,0.63,0.63,0,0.21,32%,,0/2,12,12,16,12,0,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Babyblue,Gank Gaming,raze,24,0.64,214,0.73,58%,136.9,0.67,0.13,0.13,0.21,23%,,0/1,16,16,22,3,3,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Babyblue,Gank Gaming,"raze, kayo, fade",66,1,234.7,0.98,65%,158.1,0.79,0.41,0.11,0.14,28%,,0/3,24,52,53,27,7,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,d3ffo,Gank Gaming,jett,19,0.69,157,0.61,53%,96.3,0.58,0.05,0.21,0.32,22%,,0/1,11,11,18,1,4,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,d3ffo,Gank Gaming,raze,23,1.07,176,1.13,83%,121.4,0.74,0.04,0.17,0.09,21%,,0/3,17,17,15,1,4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,d3ffo,Gank Gaming,"jett, raze",66,0.88,175,0.88,70%,115,0.68,0.08,0.18,0.17,24%,14%,1/7,17,45,51,5,12,11
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,diseased,Gank Gaming,killjoy,42,1.06,183,0.93,74%,124.5,0.6,0.24,0.05,0.05,19%,11%,1/9,17,25,27,10,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,diseased,Gank Gaming,skye,24,0.75,131,0.59,71%,83.1,0.42,0.42,0,0,28%,,0/2,10,10,17,10,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,diseased,Gank Gaming,"skye, killjoy",66,0.96,165.7,0.8,73%,109.5,0.53,0.3,0.03,0.03,21%,9%,1/11,17,35,44,20,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,coldfish,Gank Gaming,sova,19,1.06,242,1.07,63%,158.5,0.84,0.16,0.05,0,15%,,0/4,16,16,15,3,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,coldfish,Gank Gaming,viper,47,1.05,259.5,1.11,70%,170,0.85,0.34,0.17,0.11,19%,17%,1/6,22,40,36,16,8,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,coldfish,Gank Gaming,"viper, sova",66,1.06,253.7,1.1,68%,166.7,0.85,0.29,0.14,0.08,18%,10%,1/10,22,56,51,19,9,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Cyah,Monarch Effect,astra,45,1.12,232,1.26,71%,146.8,0.87,0.36,0.11,0.09,28%,25%,2/8,20,39,31,16,5,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Cyah,Monarch Effect,omen,30,0.82,172,0.71,77%,107.9,0.57,0.27,0.17,0,44%,,0/4,17,17,24,8,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Cyah,Monarch Effect,"astra, omen",75,1.02,212,1.02,73%,131.2,0.75,0.32,0.13,0.05,32%,17%,2/12,20,56,55,24,10,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Chaos,Monarch Effect,jett,21,0.84,167,0.75,67%,101.3,0.57,0.24,0.19,0.19,19%,50%,1/2,12,12,16,5,4,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Chaos,Monarch Effect,raze,54,1.07,231.5,1.15,72%,154.1,0.83,0.19,0.07,0.17,22%,38%,3/8,29,45,39,10,4,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Chaos,Monarch Effect,"jett, raze",75,1,210,1.04,71%,139.4,0.76,0.2,0.11,0.17,22%,40%,4/10,29,57,55,15,8,13
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,balua,Monarch Effect,kayo,54,0.99,207,0.97,80%,135,0.7,0.57,0.06,0.07,22%,,0/5,25,38,39,31,3,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,balua,Monarch Effect,viper,21,1.03,220,1.21,81%,141.7,0.81,0.24,0,0,23%,,0/2,17,17,14,5,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,balua,Monarch Effect,"viper, kayo",75,1.01,211.3,1.04,80%,136.9,0.73,0.48,0.04,0.05,22%,,0/7,25,55,53,36,3,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,LINK,Monarch Effect,killjoy,51,1.25,280,1.34,76%,177.5,0.92,0.27,0.1,0.1,30%,14%,1/7,24,47,35,14,5,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,LINK,Monarch Effect,viper,24,0.75,150,0.63,67%,102.2,0.5,0.38,0.04,0.25,27%,,0/2,12,12,19,9,1,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,LINK,Monarch Effect,"killjoy, viper",75,1.08,236.7,1.09,73%,153.4,0.79,0.31,0.08,0.15,29%,11%,1/9,24,59,54,23,6,11
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,FFs,Monarch Effect,skye,45,0.98,205.5,0.97,80%,127.1,0.69,0.44,0.11,0.16,19%,33%,1/3,16,31,32,20,5,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Aowha,Number One Player,astra,26,1.01,213,1,77%,131.5,0.73,0.42,0.12,0.15,18%,20%,1/5,19,19,19,11,3,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Aowha,Number One Player,killjoy,17,0.71,199,0.79,59%,138.4,0.65,0.18,0,0.12,28%,,0/1,11,11,14,3,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Aowha,Number One Player,"killjoy, astra",43,0.86,206,0.91,70%,134.2,0.7,0.33,0.07,0.14,22%,17%,1/6,19,30,33,14,3,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Revival,Number One Player,harbor,17,0.82,160,0.71,59%,106.6,0.59,0.18,0,0.06,33%,,0/4,10,10,14,3,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Revival,Number One Player,raze,26,0.93,204,0.89,65%,145.5,0.62,0.19,0.15,0.15,15%,,0/5,16,16,18,5,4,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Revival,Number One Player,"harbor, raze",43,0.88,182,0.81,63%,130.1,0.6,0.19,0.09,0.12,20%,,0/9,16,26,32,8,4,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Neal X,Number One Player,jett,43,0.77,183,0.94,72%,110.4,0.7,0.09,0.12,0.14,21%,,0/3,20,30,32,4,5,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Star1og,Number One Player,omen,17,0.55,137,0.53,35%,106.2,0.47,0.18,0,0.24,24%,20%,1/5,8,8,15,3,0,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Star1og,Number One Player,viper,26,0.98,164,0.88,77%,101.2,0.54,0.38,0.04,0.12,16%,100%,1/1,14,14,16,10,1,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Star1og,Number One Player,"omen, viper",43,0.77,150.5,0.71,60%,103.2,0.51,0.3,0.02,0.16,20%,33%,2/6,14,22,31,13,1,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XXXTACO,Number One Player,skye,43,0.91,224,1,70%,156.9,0.77,0.35,0.02,0.12,29%,,0/3,22,33,33,15,1,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ace,Four Angry Men,astra,24,0.78,122,0.59,67%,86,0.42,0.42,0,0.13,36%,,0/1,10,10,17,10,0,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ace,Four Angry Men,harbor,28,0.85,180,0.82,68%,123.9,0.64,0.32,0,0.14,32%,25%,1/4,18,18,22,9,0,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ace,Four Angry Men,omen,28,1.07,223,1.11,71%,144.3,0.75,0.43,0.14,0.07,34%,,0/2,21,21,19,12,4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Ace,Four Angry Men,"harbor, astra, omen",80,0.9,175,0.84,69%,119.7,0.61,0.39,0.05,0.11,34%,14%,1/7,21,49,58,31,4,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,sphiry,Four Angry Men,fade,28,1.3,237,1.56,82%,152.3,0.89,0.18,0.04,0.04,39%,,0/3,25,25,16,5,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,sphiry,Four Angry Men,kayo,24,0.94,186,0.89,63%,121.6,0.67,0.25,0.04,0.21,33%,,0/5,16,16,18,6,1,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,sphiry,Four Angry Men,viper,28,1.02,229,0.95,71%,153.4,0.75,0.32,0.14,0.04,30%,,0/2,21,21,22,9,4,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,sphiry,Four Angry Men,"viper, kayo, fade",80,1.08,217.3,1.11,73%,143.5,0.78,0.25,0.08,0.09,34%,,0/10,25,62,56,20,6,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Strawberrycc,Four Angry Men,jett,28,0.92,219,1,68%,130.7,0.79,0.07,0.29,0.25,26%,,0/2,22,22,22,2,8,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Strawberrycc,Four Angry Men,raze,52,0.97,214.5,0.95,63%,144,0.73,0.17,0.17,0.23,17%,,0/4,24,38,40,9,9,12
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Strawberrycc,Four Angry Men,"jett, raze",80,0.95,216,0.97,65%,139.3,0.75,0.14,0.21,0.24,19%,,0/6,24,60,62,11,17,19
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XuAN,Four Angry Men,killjoy,28,0.87,186,0.9,57%,142.8,0.68,0.11,0.07,0.04,21%,,0/4,19,19,21,3,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XuAN,Four Angry Men,viper,52,1.04,213,1.15,67%,128.9,0.75,0.25,0.08,0.08,19%,17%,1/6,22,39,34,13,4,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,XuAN,Four Angry Men,"killjoy, viper",80,0.98,204,1.05,64%,133.7,0.73,0.2,0.08,0.06,20%,10%,1/10,22,58,55,16,6,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Lumo,Four Angry Men,skye,80,0.95,175.7,0.98,70%,106.5,0.64,0.25,0.06,0.03,16%,27%,3/11,20,51,52,20,5,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,nos,Weibo Gaming,astra,24,0.74,143,0.6,67%,94.5,0.5,0.42,0.04,0.04,27%,40%,2/5,12,12,20,10,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,nos,Weibo Gaming,omen,28,0.96,203,0.86,68%,117,0.68,0.46,0.14,0.11,31%,75%,3/4,19,19,22,13,4,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,nos,Weibo Gaming,"astra, omen",52,0.85,173,0.74,67%,106.6,0.6,0.44,0.1,0.08,29%,56%,5/9,19,31,42,23,5,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Zoomer,Weibo Gaming,breach,28,1.01,167,0.76,75%,113.9,0.57,0.32,0.07,0.04,24%,25%,1/4,16,16,21,9,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Zoomer,Weibo Gaming,skye,24,1.01,207,1.12,58%,122.1,0.79,0.33,0.08,0.21,22%,20%,1/5,19,19,17,8,2,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Zoomer,Weibo Gaming,"skye, breach",52,1.01,187,0.92,67%,117.7,0.67,0.33,0.08,0.12,23%,22%,2/9,19,35,38,17,4,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Maple,Weibo Gaming,jett,28,1,261,1.09,68%,178.1,0.89,0.25,0.14,0.18,30%,,0/3,25,25,23,7,4,5
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Maple,Weibo Gaming,raze,24,1.17,289,1.16,67%,197.8,0.92,0.25,0.25,0.38,22%,50%,1/2,22,22,19,6,6,9
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Maple,Weibo Gaming,"jett, raze",52,1.09,275,1.12,67%,187.2,0.9,0.25,0.19,0.27,26%,20%,1/5,25,47,42,13,10,14
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,R1ckLeexD,Weibo Gaming,killjoy,52,0.76,181.5,0.77,67%,120.5,0.63,0.15,0.06,0.06,20%,25%,2/8,21,33,43,8,3,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,pl1xx,Weibo Gaming,sova,28,1.03,183,0.9,68%,116.8,0.68,0.25,0.07,0.04,25%,,0/4,19,19,21,7,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,pl1xx,Weibo Gaming,viper,24,0.94,174,0.71,63%,124,0.5,0.33,0,0,26%,,0/3,12,12,17,8,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,pl1xx,Weibo Gaming,"viper, sova",52,0.99,178.5,0.82,65%,120.1,0.6,0.29,0.04,0.02,25%,,0/7,19,31,38,15,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,B3ar,Shenzhen NTER,breach,30,1.27,138,1.6,93%,91.2,0.53,0.73,0.07,0.07,24%,,0/2,10,16,10,22,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Scales,Shenzhen NTER,brimstone,16,1.24,167,1.38,94%,105.9,0.69,0.56,0,0.13,18%,,0/1,11,11,8,9,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Scales,Shenzhen NTER,omen,14,1.13,104,1,93%,58.4,0.36,0.86,0,0,12%,,,5,5,5,12,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Scales,Shenzhen NTER,"brimstone, omen",30,1.18,135.5,1.23,93%,83.7,0.53,0.7,0,0.07,15%,,0/1,11,16,13,21,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Septem7,Shenzhen NTER,cypher,16,1.23,196,1.22,81%,158.3,0.69,0.38,0.13,0,19%,,,11,11,9,6,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Septem7,Shenzhen NTER,killjoy,14,1.98,324,8.5,100%,226,1.21,0,0.21,0,22%,,0/1,17,17,2,0,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Septem7,Shenzhen NTER,"cypher, killjoy",30,1.6,260,2.55,90%,189.9,0.93,0.2,0.17,0,21%,,0/1,17,28,11,6,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Eren,Shenzhen NTER,fade,14,1.38,241,2,93%,138.1,1,0.57,0.21,0,37%,,,14,14,7,8,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Eren,Shenzhen NTER,neon,16,1.8,374,2.44,94%,218.6,1.38,0.19,0.31,0.06,34%,,,22,22,9,3,5,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Eren,Shenzhen NTER,"neon, fade",30,1.59,307.5,2.25,93%,181.1,1.2,0.37,0.27,0.03,35%,,,22,36,16,11,8,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Spring,Shenzhen NTER,raze,30,1.9,388.5,3,93%,257.9,1.3,0.3,0.3,0.03,29%,,,23,39,13,9,9,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,o0o0o,Nova Esports,breach,17,1.2,184,1.1,76%,123.4,0.65,0.53,0.06,0.06,39%,50%,1/2,11,11,10,9,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,o0o0o,Nova Esports,raze,18,1.04,220,0.93,89%,150.5,0.78,0.33,0.17,0.11,22%,,0/2,14,14,15,6,3,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,o0o0o,Nova Esports,"breach, raze",35,1.12,202,1,83%,137.3,0.71,0.43,0.11,0.09,29%,25%,1/4,14,25,25,15,4,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,JL,Nova Esports,breach,18,0.76,129,0.54,72%,87.4,0.39,0.61,0,0,9%,,,7,7,13,11,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,JL,Nova Esports,fade,17,1.25,267,1.89,76%,165.2,1,0.35,0.18,0.06,20%,50%,1/2,17,17,9,6,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,JL,Nova Esports,"breach, fade",35,1.01,198,1.09,74%,125.2,0.69,0.49,0.09,0.03,15%,50%,1/2,17,24,22,17,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,OBONE,Nova Esports,brimstone,17,1.19,145,1,82%,75.3,0.53,0.82,0,0.12,17%,50%,1/2,9,9,9,14,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,OBONE,Nova Esports,omen,18,1.77,311,3.14,72%,202,1.22,0.17,0.11,0.06,34%,100%,5/5,22,22,7,3,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,OBONE,Nova Esports,"brimstone, omen",35,1.48,228,1.94,77%,140.5,0.89,0.49,0.06,0.09,29%,86%,6/7,22,31,16,17,2,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,PangH,Nova Esports,killjoy,17,0.8,129,0.67,59%,92.1,0.47,0.12,0.06,0.06,26%,,0/1,8,8,12,2,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,wqc,Nova Esports,neon,35,1.41,308,1.64,80%,181.4,1.03,0.23,0.29,0.17,25%,,0/1,20,36,22,8,10,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Yueluo,Rare Atom,breach,20,1.13,192,0.93,75%,127.3,0.7,0.35,0,0.05,54%,,0/3,14,14,15,7,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Yueluo,Rare Atom,kayo,24,1.21,202,1.29,83%,145.7,0.75,0.38,0,0.08,31%,,0/5,18,18,14,9,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Yueluo,Rare Atom,skye,26,1.04,234,1.1,73%,145.7,0.85,0.35,0.12,0,29%,,0/3,22,22,20,9,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Yueluo,Rare Atom,"skye, breach, kayo",70,1.12,209.3,1.1,77%,140.4,0.77,0.36,0.04,0.04,35%,,0/11,22,54,49,25,3,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Spitfires,Rare Atom,jett,44,0.97,203,0.94,64%,132.3,0.73,0.11,0.18,0.23,36%,33%,1/3,19,32,34,5,8,10
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Spitfires,Rare Atom,neon,26,0.86,206,0.74,65%,128.4,0.65,0.19,0.31,0.27,33%,,0/2,17,17,23,5,8,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Spitfires,Rare Atom,"neon, jett",70,0.93,204,0.86,64%,130.8,0.7,0.14,0.23,0.24,35%,20%,1/5,19,49,57,10,16,17
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,MarT1n,Rare Atom,killjoy,70,1.12,228.3,1.28,69%,150.6,0.79,0.13,0.11,0.1,25%,29%,4/14,23,55,43,9,8,7
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,YiHao,Rare Atom,omen,70,1.01,190.7,0.94,79%,116.6,0.66,0.51,0.07,0.11,30%,,0/4,21,46,49,36,5,8
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Viva,Rare Atom,sova,44,0.85,133,0.59,82%,93.5,0.39,0.34,0,0.05,23%,,0/2,11,17,29,15,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Viva,Rare Atom,viper,26,0.83,168,0.68,69%,124.6,0.5,0.27,0,0.04,31%,,0/1,13,13,19,7,0,1
