Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Round 2,5297
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Round 3,5298
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Final,5299
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Last Chance Qualifiers,1171,Round 1,5631
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Last Chance Qualifiers,1171,Round 2,5632
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Last Chance Qualifiers,1171,Round 3,5633
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Qualifiers,1108,Round of 16,5334
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Qualifiers,1108,Quarter Finals,5627
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,All Stages,,All Match Types,
Champions Tour Philippines Stage 3: Challengers 1,579,Main Event,1135,Quarterfinals,5784
Champions Tour Philippines Stage 3: Challengers 1,579,Main Event,1135,Semifinals,5785
Champions Tour Philippines Stage 3: Challengers 1,579,Main Event,1135,Grand Final,5786
Champions Tour Philippines Stage 3: Challengers 1,579,Main Event,1135,Consolation Final,5787
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 1,1134,Round of 16,5689
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 1,1134,Quarterfinals,5690
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 1,1134,Semifinals,5696
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 2,1186,Round of 16,5727
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 2,1186,Quarterfinals,5728
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 2,1186,Semifinals,5729
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 3,1187,Round of 16,5730
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 3,1187,Quarterfinals,5731
Champions Tour Philippines Stage 3: Challengers 1,579,Qualifier Day 3,1187,Semifinals,5732
Champions Tour Philippines Stage 3: Challengers 1,579,All Stages,,All Match Types,
Champions Tour Japan Stage 3: Challengers 1,538,Main Event,1047,Group A,5879
Champions Tour Japan Stage 3: Challengers 1,538,Main Event,1047,Group B,5880
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group A,5762
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group B,5763
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group C,5764
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group D,5765
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group E,5766
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group F,5767
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group G,5768
Champions Tour Japan Stage 3: Challengers 1,538,Open Qualifier,1046,Group H,5769
Champions Tour Japan Stage 3: Challengers 1,538,All Stages,,All Match Types,
Strike Arabia Championship: Season 2,469,North Africa,929,Upper Bracket Quarterfinals,5705
Strike Arabia Championship: Season 2,469,North Africa,929,Upper Bracket Semifinals,5724
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Bracket Round 1,5725
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Bracket Round 2,5726
Strike Arabia Championship: Season 2,469,North Africa,929,Upper Bracket Final,5780
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Round 3,5798
Strike Arabia Championship: Season 2,469,North Africa,929,Lower Final,5799
Strike Arabia Championship: Season 2,469,North Africa,929,Grand Final,5800
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Upper Bracket Quarterfinals,5706
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Upper Bracket Semifinals,5721
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Round 1,5722
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Round 2,5723
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Upper Bracket Final,5779
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Final,5801
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Lower Bracket Round 3,5802
Strike Arabia Championship: Season 2,469,Levant and Egypt,928,Grand Final,5803
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Upper Bracket Quarterfinals,5704
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Upper Bracket Semifinals,5718
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Round 1,5719
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Round 2,5720
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Upper Bracket Final,5778
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Round 3,5804
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Lower Bracket Final,5805
Strike Arabia Championship: Season 2,469,GCC and Iraq,927,Grand Final,5806
Strike Arabia Championship: Season 2,469,All Stages,,All Match Types,
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Upper Quarterfinals,5754
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Upper Semifinals,5755
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Upper Final,5756
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Grand Final,5757
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Lower Round 1,5758
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Lower Round 2,5759
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Lower Round 3,5760
Champions Tour Turkey Stage 3: Challengers 1,542,Main Event,1054,Lower Final,5761
Champions Tour Turkey Stage 3: Challengers 1,542,Closed Qualifier,1055,Upper Round of 16,5634
Champions Tour Turkey Stage 3: Challengers 1,542,Closed Qualifier,1055,Upper Quarterfinals,5635
Champions Tour Turkey Stage 3: Challengers 1,542,Closed Qualifier,1055,Lower Round 1,5636
Champions Tour Turkey Stage 3: Challengers 1,542,Closed Qualifier,1055,Lower Round 2,5637
Champions Tour Turkey Stage 3: Challengers 1,542,Open Qualifier,1053,Round of 64,5592
Champions Tour Turkey Stage 3: Challengers 1,542,Open Qualifier,1053,Round of 32,5593
Champions Tour Turkey Stage 3: Challengers 1,542,Open Qualifier,1053,Round of 16,5594
Champions Tour Turkey Stage 3: Challengers 1,542,All Stages,,All Match Types,
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Upper Quarterfinals,5746
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Upper Semifinals,5747
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Upper Final,5748
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Grand Final,5749
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Round 1,5750
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Round 2,5751
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Round 3,5752
Champions Tour CIS Stage 3: Challengers 1,543,Main Event,1059,Lower Final,5753
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Upper Round of 16,5620
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Upper Quarterfinals,5621
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Lower Round 1,5622
Champions Tour CIS Stage 3: Challengers 1,543,Closed Qualifier,1058,Lower Round 2,5623
Champions Tour CIS Stage 3: Challengers 1,543,Open Qualifier,1057,Round of 64,5566
Champions Tour CIS Stage 3: Challengers 1,543,Open Qualifier,1057,Round of 32,5567
Champions Tour CIS Stage 3: Challengers 1,543,Open Qualifier,1057,Round of 16,5568
Champions Tour CIS Stage 3: Challengers 1,543,All Stages,,All Match Types,
Oceania Tour: Stage 02,403,Finals,842,Upper Bracket Quarterfinals,4813
Oceania Tour: Stage 02,403,Finals,842,Upper Bracket Semifinals,4814
Oceania Tour: Stage 02,403,Finals,842,Lower Bracket Round 1,4815
Oceania Tour: Stage 02,403,Finals,842,Lower Bracket Round 2,4816
Oceania Tour: Stage 02,403,Finals,842,Upper Finals,4817
Oceania Tour: Stage 02,403,Finals,842,Lower Bracket Round 3,4818
Oceania Tour: Stage 02,403,Finals,842,Lower Bracket Finals,4819
Oceania Tour: Stage 02,403,Finals,842,Grand Final,4820
Oceania Tour: Stage 02,403,Closed Qualifier #2,843,Upper Bracket Quarterfinals,4590
Oceania Tour: Stage 02,403,Closed Qualifier #2,843,Upper Bracket Semifinals,4591
Oceania Tour: Stage 02,403,Closed Qualifier #2,843,Lower Bracket Round 1,4592
Oceania Tour: Stage 02,403,Closed Qualifier #2,843,Lower Bracket Round 2,4593
Oceania Tour: Stage 02,403,Open Qualifier #2,844,Round of 16,4347
Oceania Tour: Stage 02,403,Open Qualifier #2,844,Quarterfinals,4348
Oceania Tour: Stage 02,403,Open Qualifier #2,844,Semifinals,4349
Oceania Tour: Stage 02,403,Open Qualifier #2,844,Grand Finals,4350
Oceania Tour: Stage 02,403,Open Qualifier #2,844,Consolation Final,4351
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Upper Quarterfinals,4058
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Lower Round 1,4234
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Upper Semifinals,4235
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Upper Final,4236
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Grand Final,4237
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Lower Round 2,4238
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Lower Round 3,4239
Oceania Tour: Stage 02,403,Closed Qualifier #1,845,Lower Final,4240
Oceania Tour: Stage 02,403,Open Qualifier #1,846,Round of 16,3902
Oceania Tour: Stage 02,403,Open Qualifier #1,846,Quarterfinals,3903
Oceania Tour: Stage 02,403,Open Qualifier #1,846,Semifinals,3904
Oceania Tour: Stage 02,403,Open Qualifier #1,846,Grand Final,3905
Oceania Tour: Stage 02,403,Open Qualifier #1,846,Consolation Final,3912
Oceania Tour: Stage 02,403,Open Qualifier #1,846,Secondary Semifinals,3943
Oceania Tour: Stage 02,403,Open Qualifier #1,846,5-6th Decider Match,3944
Oceania Tour: Stage 02,403,All Stages,,All Match Types,
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Quarterfinals,4679
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Semifinals,4680
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Final,4681
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 1,4682
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 2,4683
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 3,4684
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Final,4686
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Grand Final,4687
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Lower Round 4,5049
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848,Upper Round 1,5050
Valorant Champions Tour Stage 2: Masters Reykjavík,353,All Stages,,All Match Types,
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 1,4664
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 2,4665
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 3,4666
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 4,4667
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 5,4668
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 6,4669
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 7,4670
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 8,4671
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 9,4672
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 10,4673
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 11,4674
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 12,4675
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 13,4676
Strike Arabia League: Season 1,477,Levant and North Africa,943,Round 14,4677
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 1,4649
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 2,4650
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 3,4651
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 4,4652
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 5,4653
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 6,4654
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 7,4655
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 8,4656
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 9,4657
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 10,4658
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 11,4659
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 12,4660
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 13,4661
Strike Arabia League: Season 1,477,GCC and Iraq,942,Round 14,4662
Strike Arabia League: Season 1,477,All Stages,,All Match Types,
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Grand Finals,4288
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Upper Bracket Semifinals,4343
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Upper Bracket Final,4344
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Lower Bracket Round 1,4345
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828,Lower Bracket Final,4346
Champions Tour LATAM Stage 2: Challengers Finals,398,All Stages,,All Match Types,
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Upper Bracket Quarterfinals,4163
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Upper Bracket Semifinals,4164
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Upper Bracket Final,4165
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Lower Bracket Round 1,4166
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Lower Bracket Round 2,4167
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Lower Bracket Round 3,4168
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Lower Bracket Final,4169
Champions Tour North America Stage 2: Challengers Finals,372,Main Event,770,Grand Final,4170
Champions Tour North America Stage 2: Challengers Finals,372,All Stages,,All Match Types,
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Upper Bracket Quarterfinals,4334
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Upper Bracket Semifinals,4335
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Upper Bracket Final,4336
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Round 1,4337
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Round 2,4338
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Round 3,4339
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Lower Bracket Final,4340
Champions Tour Brazil Stage 2: Challengers Finals,366,Main Event,761,Grand Final,4341
Champions Tour Brazil Stage 2: Challengers Finals,366,All Stages,,All Match Types,
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Opening (A),4092
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Winner's (A),4093
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Elimination (A),4094
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Decider (A),4095
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Opening (B),4096
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Winner's (B),4097
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Elimination (B),4098
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Decider (B),4099
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Semifinals,4100
Champions Tour Stage 2: EMEA Challengers Playoffs,376,Main Event,781,Grand Finals,4101
Champions Tour Stage 2: EMEA Challengers Playoffs,376,All Stages,,All Match Types,
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Upper Bracket Round 1,4324
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Quarterfinals,4325
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Semifinals,4326
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Lower Bracket Round 1,4327
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Lower Bracket Round 2,4328
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Lower Bracket Round 3,4329
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Lower Bracket Round 4,4330
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Lower Bracket Finals,4331
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Grand Final,4332
Champions Tour SEA Stage 2: Challengers Finals,429,Main Event,866,Upper Finals,4333
Champions Tour SEA Stage 2: Challengers Finals,429,All Stages,,All Match Types,
Champions Tour Korea Stage 2: Challengers,426,Playoffs,862,Quarterfinals,3899
Champions Tour Korea Stage 2: Challengers,426,Playoffs,862,Semifinals,3900
Champions Tour Korea Stage 2: Challengers,426,Playoffs,862,Grand Finals,3901
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Opening (A),3880
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Winner's (A),3881
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Elimination (A),3882
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Decider (A),3883
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Opening (B),3884
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Winner's (B),3885
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Elimination (B),3886
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Decider (B),3887
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Opening (C),3888
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Winner's (C),3889
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Elimination (C),3890
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Decider (C),3891
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Opening (D),3892
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Winner's (D),3893
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Elimination (D),3894
Champions Tour Korea Stage 2: Challengers,426,Group Stage,861,Decider (D),3895
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group A,3765
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group B,3766
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group C,3767
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group D,3768
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group E,3769
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group F,3770
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group G,3771
Champions Tour Korea Stage 2: Challengers,426,Preliminary Round,860,Group H,3772
Champions Tour Korea Stage 2: Challengers,426,All Stages,,All Match Types,
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Upper Bracket Quarterfinals,4260
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Upper Bracket Semifinals,4261
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Upper Bracket Final,4262
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Lower Bracket Round 1,4263
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Lower Bracket Round 2,4264
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Lower Bracket Round 3,4265
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Lower Bracket Final,4266
Champions Tour Japan Stage 2: Challengers Finals,441,Main Event,887,Grand Final,4267
Champions Tour Japan Stage 2: Challengers Finals,441,All Stages,,All Match Types,
Strike Arabia Championship: Season 1,423,North Africa,855,Upper Bracket Quarterfinals,4025
Strike Arabia Championship: Season 1,423,North Africa,855,Upper Bracket Semifinals,4026
Strike Arabia Championship: Season 1,423,North Africa,855,Upper Bracket Finals,4027
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Round 1,4028
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Round 2,4029
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Round 3,4030
Strike Arabia Championship: Season 1,423,North Africa,855,Lower Bracket Final,4031
Strike Arabia Championship: Season 1,423,North Africa,855,Grand Finals,4032
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Upper Bracket Quarterfinals,4033
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Upper Bracket Semifinals,4034
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Upper Bracket Finals,4035
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Round 1,4036
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Round 2,4037
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Round 3,4038
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Lower Bracket Final,4039
Strike Arabia Championship: Season 1,423,Levant and Egypt,854,Grand Finals,4040
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Upper Bracket Quarterfinals,4041
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Upper Bracket Semifinals,4042
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Upper Bracket Final,4043
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Round 1,4044
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Round 2,4045
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Round 3,4046
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Lower Bracket Final,4047
Strike Arabia Championship: Season 1,423,GCC and Iraq,853,Grand Finals,4048
Strike Arabia Championship: Season 1,423,All Stages,,All Match Types,
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Opening (A),4186
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Winner's (A),4187
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Elimination (A),4188
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Decider (A),4189
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Opening (B),4190
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Winner's (B),4191
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Elimination (B),4192
Champions Tour Brazil Stage 2: Challengers 3,365,Main Event,759,Decider (B),4193
Champions Tour Brazil Stage 2: Challengers 3,365,Open Qualifier #3,760,Round of 16,4009
Champions Tour Brazil Stage 2: Challengers 3,365,Open Qualifier #3,760,Quarterfinals,4010
Champions Tour Brazil Stage 2: Challengers 3,365,All Stages,,All Match Types,
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Upper Bracket Quarterfinals,4084
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Upper Bracket Semifinals,4085
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Upper Bracket Finals,4086
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Round 1,4087
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Round 2,4088
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Round 3,4089
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Lower Bracket Final,4090
Champions Tour North America Stage 2: Challengers 2,371,Main Event,769,Grand Finals,4091
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 128,3533
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 64,3534
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 32,3535
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Round of 16,3536
Champions Tour North America Stage 2: Challengers 2,371,Open Qualifier,768,Quarterfinals,3537
Champions Tour North America Stage 2: Challengers 2,371,All Stages,,All Match Types,
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Upper Bracket Quarterfinals,4171
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Upper Semifinals,4172
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Upper Final,4173
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Round 1,4174
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Round 2,4175
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Round 3,4176
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Lower Final,4177
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827,Grand Final,4178
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Round of 16,4056
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Quarterfinals,4057
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Semifinals,4105
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826,Grand Final,4106
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Upper Bracket Quarterfinals,4194
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Upper Bracket Semifinals,4195
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Upper Bracket Final,4196
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Round 1,4197
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Round 2,4198
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Round 3,4199
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Lower Bracket Final,4200
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825,Grand Finals,4201
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Round of 16,4054
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Quarterfinals,4055
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Semifinals,4102
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,5th Place Match,4103
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824,Grand Final,4104
Champions Tour LATAM Stage 2: Challengers 2,397,All Stages,,All Match Types,
Champions Tour Vietnam Stage 2: Challengers,395,Main Event,816,Upper Bracket Round 1,4108
Champions Tour Vietnam Stage 2: Challengers,395,Main Event,816,Quarterfinals,4109
Champions Tour Vietnam Stage 2: Challengers,395,Main Event,816,Upper Bracket Semifinals,4110
Champions Tour Vietnam Stage 2: Challengers,395,Main Event,816,Upper Final,4111
Champions Tour Vietnam Stage 2: Challengers,395,Main Event,816,Lower Bracket Round 1,4112
