Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Ascent,1,71%,29%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,All Maps,4,49%,51%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Ascent,1,63%,37%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Bind,1,45%,55%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Breeze,1,47%,53%
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Split,1,39%,61%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,All Maps,18,48%,52%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Ascent,8,34%,66%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Haven,3,53%,47%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Icebox,3,55%,45%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Bind,2,65%,35%
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Split,2,68%,32%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,All Maps,10,54%,46%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Ascent,3,47%,53%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Haven,2,53%,47%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Icebox,2,66%,34%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Bind,1,81%,19%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Breeze,1,47%,53%
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Split,1,29%,71%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,All Maps,4,49%,51%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Icebox,2,38%,62%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Breeze,1,67%,33%
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Haven,1,47%,53%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,All Maps,4,53%,47%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Ascent,1,37%,63%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Bind,1,74%,26%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Breeze,1,50%,50%
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Icebox,1,48%,52%
Valorant Conquerors Championship,All Stages,All Match Types,All Maps,224,50%,50%
Valorant Conquerors Championship,All Stages,All Match Types,Bind,52,51%,49%
Valorant Conquerors Championship,All Stages,All Match Types,Ascent,48,46%,54%
Valorant Conquerors Championship,All Stages,All Match Types,Haven,40,55%,45%
Valorant Conquerors Championship,All Stages,All Match Types,Icebox,40,54%,46%
Valorant Conquerors Championship,All Stages,All Match Types,Split,25,48%,52%
Valorant Conquerors Championship,All Stages,All Match Types,Breeze,19,46%,54%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,All Maps,10,56%,44%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,Haven,3,58%,42%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,Icebox,2,53%,47%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,Split,2,50%,50%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,Ascent,1,41%,59%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,Bind,1,67%,33%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Quarterfinals,Breeze,1,67%,33%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,All Maps,4,60%,40%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,Ascent,1,52%,48%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,Breeze,1,48%,52%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,Haven,1,61%,39%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,Icebox,1,92%,8%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,All Maps,3,51%,49%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,Bind,1,42%,58%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,Haven,1,71%,29%
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,Split,1,41%,59%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (A),All Maps,4,70%,30%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (A),Ascent,1,68%,32%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (A),Bind,1,72%,28%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (A),Haven,1,59%,41%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (A),Icebox,1,79%,21%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (B),All Maps,5,46%,54%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (B),Bind,2,52%,48%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (B),Ascent,1,14%,86%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (B),Icebox,1,67%,33%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (B),Split,1,39%,61%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (C),All Maps,4,48%,52%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (C),Icebox,2,36%,64%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (C),Ascent,1,44%,56%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Opening (C),Bind,1,79%,21%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (A),All Maps,2,48%,52%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (A),Haven,1,45%,55%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (A),Icebox,1,50%,50%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (B),All Maps,2,62%,38%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (B),Ascent,1,67%,33%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (B),Icebox,1,59%,41%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (C),All Maps,3,51%,49%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (C),Ascent,1,39%,61%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (C),Icebox,1,79%,21%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Winner's (C),Split,1,30%,70%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (A),All Maps,3,47%,53%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (A),Breeze,1,33%,67%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (A),Haven,1,58%,42%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (A),Split,1,43%,57%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (B),All Maps,2,42%,58%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (B),Split,1,29%,71%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (B),Breeze,1,56%,44%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (C),All Maps,2,58%,42%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (C),Split,1,67%,33%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Elimination (C),Haven,1,50%,50%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (A),All Maps,3,45%,55%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (A),Ascent,1,42%,58%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (A),Bind,1,35%,65%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (A),Split,1,57%,43%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (B),All Maps,2,38%,63%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (B),Split,1,46%,54%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (B),Haven,1,29%,71%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),All Maps,2,49%,51%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Ascent,1,29%,71%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Decider (C),Icebox,1,67%,33%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,All Maps,15,52%,48%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Split,4,43%,57%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Haven,3,42%,58%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Ascent,2,73%,27%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Bind,2,58%,42%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Breeze,2,58%,42%
Valorant Champions Tour Stage 3: Masters Berlin,Group Stage,Group D,Icebox,2,57%,43%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,All Maps,66,52%,48%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Split,14,45%,55%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Haven,13,52%,48%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Icebox,13,61%,39%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Ascent,11,49%,51%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Bind,9,56%,44%
Valorant Champions Tour Stage 3: Masters Berlin,All Stages,All Match Types,Breeze,6,54%,46%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,All Maps,10,51%,49%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Bind,3,46%,54%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Haven,3,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Icebox,2,52%,48%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Ascent,1,56%,44%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Breeze,1,67%,33%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,All Maps,4,53%,47%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Haven,2,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Ascent,1,67%,33%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Bind,1,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Final,All Maps,3,48%,52%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Final,Ascent,1,29%,71%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Final,Bind,1,65%,35%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Upper Final,Haven,1,52%,48%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Grand Final,All Maps,3,54%,46%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Grand Final,Bind,1,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Grand Final,Icebox,1,58%,42%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Grand Final,Split,1,54%,46%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,All Maps,6,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Bind,2,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Ascent,1,35%,65%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Breeze,1,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Haven,1,59%,41%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Split,1,53%,47%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,All Maps,5,43%,57%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Bind,2,59%,41%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Ascent,1,33%,67%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Breeze,1,39%,61%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Icebox,1,21%,79%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 3,All Maps,3,39%,61%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Haven,1,42%,58%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Icebox,1,42%,58%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Round 3,Split,1,33%,67%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Final,All Maps,2,70%,30%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Final,Ascent,1,57%,43%
Champions Tour Brazil Stage 3: Challengers Playoffs,Main Event,Lower Final,Breeze,1,83%,17%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,All Maps,36,50%,50%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,Bind,10,52%,48%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,Haven,8,51%,49%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,Ascent,6,44%,56%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,Icebox,5,47%,53%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,Breeze,4,61%,39%
Champions Tour Brazil Stage 3: Challengers Playoffs,All Stages,All Match Types,Split,3,46%,54%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,All Maps,4,57%,43%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,Ascent,1,79%,21%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,Bind,1,68%,32%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,Breeze,1,45%,55%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,Split,1,43%,57%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,All Maps,3,50%,50%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,Bind,1,33%,67%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,Breeze,1,65%,35%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,Split,1,50%,50%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,All Maps,3,39%,61%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,Bind,1,25%,75%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,Breeze,1,48%,52%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,Icebox,1,43%,57%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Final,All Maps,2,42%,58%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Final,Haven,1,50%,50%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Final,Icebox,1,33%,67%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,All Maps,3,44%,56%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,Ascent,1,29%,71%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,Bind,1,43%,57%
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,Haven,1,54%,46%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,All Maps,5,51%,49%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,Icebox,2,49%,51%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,Breeze,1,54%,46%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,Haven,1,79%,21%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,Split,1,25%,75%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Winner's,All Maps,2,51%,49%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Winner's,Split,1,45%,55%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Winner's,Icebox,1,58%,42%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Elimination,All Maps,2,59%,41%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Elimination,Bind,1,61%,39%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Elimination,Icebox,1,58%,42%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Decider,All Maps,2,42%,58%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Decider,Bind,1,31%,69%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Decider,Haven,1,50%,50%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Opening,All Maps,5,44%,56%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Opening,Haven,2,49%,51%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Opening,Bind,1,38%,63%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Opening,Breeze,1,50%,50%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Opening,Split,1,33%,67%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Winner's,All Maps,2,48%,52%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Winner's,Bind,1,33%,67%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Winner's,Icebox,1,65%,35%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Elimination,All Maps,2,61%,39%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Elimination,Ascent,1,92%,8%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Elimination,Haven,1,39%,61%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Decider,All Maps,2,73%,27%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Decider,Split,1,61%,39%
Champions Tour LATAM Stage 3: Challengers Playoffs,LAS Playoffs,Decider,Bind,1,84%,16%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,All Maps,37,50%,50%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,Bind,9,46%,54%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,Haven,7,54%,46%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,Icebox,7,51%,49%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,Split,6,42%,58%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,Breeze,5,53%,47%
Champions Tour LATAM Stage 3: Challengers Playoffs,All Stages,All Match Types,Ascent,3,64%,36%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,All Maps,10,37%,63%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Ascent,2,31%,69%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Bind,2,35%,65%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Icebox,2,23%,78%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Split,2,49%,51%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Breeze,1,50%,50%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Round 1,Haven,1,42%,58%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,All Maps,8,30%,70%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Icebox,3,40%,60%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Ascent,2,38%,63%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Breeze,2,20%,80%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Split,1,9%,91%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Semifinals,All Maps,5,44%,56%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Semifinals,Ascent,2,46%,54%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Semifinals,Bind,2,43%,57%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Semifinals,Icebox,1,39%,61%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Final,All Maps,3,50%,50%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Final,Bind,1,53%,47%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Final,Haven,1,57%,43%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Final,Split,1,39%,61%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Grand Final,All Maps,4,44%,56%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Grand Final,Ascent,1,7%,93%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Grand Final,Bind,1,61%,39%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Grand Final,Haven,1,44%,56%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Grand Final,Split,1,54%,46%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,All Maps,10,52%,48%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Split,3,52%,48%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Ascent,2,35%,65%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Breeze,2,50%,50%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Bind,1,67%,33%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Haven,1,79%,21%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Icebox,1,47%,53%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 2,All Maps,5,53%,47%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 2,Bind,2,57%,43%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 2,Ascent,1,42%,58%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 2,Breeze,1,52%,48%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 2,Split,1,57%,43%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 3,All Maps,6,42%,58%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 3,Bind,2,44%,56%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 3,Icebox,2,33%,67%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 3,Ascent,1,59%,41%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 3,Split,1,46%,54%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 4,All Maps,3,33%,67%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 4,Ascent,1,31%,69%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 4,Bind,1,33%,67%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 4,Icebox,1,35%,65%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Final,All Maps,4,52%,48%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Final,Ascent,1,33%,67%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Final,Bind,1,41%,59%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Final,Breeze,1,86%,14%
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Final,Haven,1,45%,55%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,All Maps,58,43%,57%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,Ascent,13,37%,63%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,Bind,13,47%,53%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,Icebox,10,35%,65%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,Split,10,46%,54%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,Breeze,7,47%,53%
Champions Tour Stage 3: EMEA Challengers Playoffs,All Stages,All Match Types,Haven,5,52%,48%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,All Maps,10,50%,50%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Breeze,3,47%,53%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Haven,3,50%,50%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Ascent,2,41%,59%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Bind,1,71%,29%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Split,1,61%,39%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,All Maps,4,58%,42%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Haven,2,63%,38%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Ascent,1,63%,38%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Icebox,1,46%,54%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Final,All Maps,2,44%,56%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Final,Split,1,20%,80%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Final,Haven,1,62%,38%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,All Maps,4,49%,51%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Bind,1,38%,63%
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Breeze,1,63%,38%
