Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Oceania Tour: Stage 01,Last Chance Qualifier,Round-Robin,All Maps,7,59%,41%
Oceania Tour: Stage 01,Last Chance Qualifier,Round-Robin,Bind,3,63%,37%
Oceania Tour: Stage 01,Last Chance Qualifier,Round-Robin,Haven,2,49%,51%
Oceania Tour: Stage 01,Last Chance Qualifier,Round-Robin,Icebox,1,81%,19%
Oceania Tour: Stage 01,Last Chance Qualifier,Round-Robin,Split,1,44%,56%
Oceania Tour: Stage 01,Closed Qualifier #2,Quarterfinals,All Maps,10,46%,54%
Oceania Tour: Stage 01,Closed Qualifier #2,Quarterfinals,Ascent,3,29%,71%
Oceania Tour: Stage 01,Closed Qualifier #2,Quarterfinals,Bind,3,45%,55%
Oceania Tour: Stage 01,Closed Qualifier #2,Quarterfinals,Haven,2,63%,37%
Oceania Tour: Stage 01,Closed Qualifier #2,Quarterfinals,Icebox,1,50%,50%
Oceania Tour: Stage 01,Closed Qualifier #2,Quarterfinals,Split,1,57%,43%
Oceania Tour: Stage 01,Closed Qualifier #2,Semifinals,All Maps,6,43%,57%
Oceania Tour: Stage 01,Closed Qualifier #2,Semifinals,Ascent,2,54%,46%
Oceania Tour: Stage 01,Closed Qualifier #2,Semifinals,Bind,2,40%,60%
Oceania Tour: Stage 01,Closed Qualifier #2,Semifinals,Haven,1,33%,67%
Oceania Tour: Stage 01,Closed Qualifier #2,Semifinals,Icebox,1,33%,67%
Oceania Tour: Stage 01,Closed Qualifier #2,Bronze Finals,All Maps,3,33%,67%
Oceania Tour: Stage 01,Closed Qualifier #2,Bronze Finals,Ascent,1,25%,75%
Oceania Tour: Stage 01,Closed Qualifier #2,Bronze Finals,Bind,1,42%,58%
Oceania Tour: Stage 01,Closed Qualifier #2,Bronze Finals,Haven,1,33%,67%
Oceania Tour: Stage 01,Closed Qualifier #2,Grand Final,All Maps,3,55%,45%
Oceania Tour: Stage 01,Closed Qualifier #2,Grand Final,Bind,1,43%,57%
Oceania Tour: Stage 01,Closed Qualifier #2,Grand Final,Icebox,1,52%,48%
Oceania Tour: Stage 01,Closed Qualifier #2,Grand Final,Split,1,72%,28%
Oceania Tour: Stage 01,Open Qualifier #2,Round of 16,All Maps,17,47%,53%
Oceania Tour: Stage 01,Open Qualifier #2,Round of 16,Ascent,6,45%,55%
Oceania Tour: Stage 01,Open Qualifier #2,Round of 16,Bind,5,49%,51%
Oceania Tour: Stage 01,Open Qualifier #2,Round of 16,Haven,4,48%,52%
Oceania Tour: Stage 01,Open Qualifier #2,Round of 16,Icebox,1,54%,46%
Oceania Tour: Stage 01,Open Qualifier #2,Round of 16,Split,1,42%,58%
Oceania Tour: Stage 01,Open Qualifier #2,Quarterfinals,All Maps,9,45%,55%
Oceania Tour: Stage 01,Open Qualifier #2,Quarterfinals,Bind,4,43%,57%
Oceania Tour: Stage 01,Open Qualifier #2,Quarterfinals,Ascent,2,43%,57%
Oceania Tour: Stage 01,Open Qualifier #2,Quarterfinals,Haven,2,45%,55%
Oceania Tour: Stage 01,Open Qualifier #2,Quarterfinals,Icebox,1,61%,39%
Oceania Tour: Stage 01,Open Qualifier #2,Semifinals,All Maps,5,55%,45%
Oceania Tour: Stage 01,Open Qualifier #2,Semifinals,Ascent,2,30%,70%
Oceania Tour: Stage 01,Open Qualifier #2,Semifinals,Icebox,2,76%,24%
Oceania Tour: Stage 01,Open Qualifier #2,Semifinals,Bind,1,59%,41%
Oceania Tour: Stage 01,Open Qualifier #2,Grand Final,All Maps,2,46%,54%
Oceania Tour: Stage 01,Open Qualifier #2,Grand Final,Haven,1,79%,21%
Oceania Tour: Stage 01,Open Qualifier #2,Grand Final,Icebox,1,24%,76%
Oceania Tour: Stage 01,Open Qualifier #2,3-4th Decider Match,All Maps,3,57%,43%
Oceania Tour: Stage 01,Open Qualifier #2,3-4th Decider Match,Ascent,1,42%,58%
Oceania Tour: Stage 01,Open Qualifier #2,3-4th Decider Match,Bind,1,55%,45%
Oceania Tour: Stage 01,Open Qualifier #2,3-4th Decider Match,Icebox,1,71%,29%
Oceania Tour: Stage 01,Closed Qualifier #1,Quarterfinals,All Maps,9,48%,52%
Oceania Tour: Stage 01,Closed Qualifier #1,Quarterfinals,Bind,3,44%,56%
Oceania Tour: Stage 01,Closed Qualifier #1,Quarterfinals,Ascent,2,50%,50%
Oceania Tour: Stage 01,Closed Qualifier #1,Quarterfinals,Haven,2,48%,52%
Oceania Tour: Stage 01,Closed Qualifier #1,Quarterfinals,Split,2,55%,45%
Oceania Tour: Stage 01,Closed Qualifier #1,Semifinals,All Maps,5,47%,53%
Oceania Tour: Stage 01,Closed Qualifier #1,Semifinals,Haven,2,51%,49%
Oceania Tour: Stage 01,Closed Qualifier #1,Semifinals,Ascent,1,26%,74%
Oceania Tour: Stage 01,Closed Qualifier #1,Semifinals,Bind,1,44%,56%
Oceania Tour: Stage 01,Closed Qualifier #1,Semifinals,Split,1,71%,29%
Oceania Tour: Stage 01,Closed Qualifier #1,Grand Final,All Maps,2,53%,48%
Oceania Tour: Stage 01,Closed Qualifier #1,Grand Final,Bind,1,68%,32%
Oceania Tour: Stage 01,Closed Qualifier #1,Grand Final,Haven,1,38%,62%
Oceania Tour: Stage 01,Open Qualifier #1,Round of 16,All Maps,15,50%,50%
Oceania Tour: Stage 01,Open Qualifier #1,Round of 16,Ascent,4,43%,57%
Oceania Tour: Stage 01,Open Qualifier #1,Round of 16,Bind,4,54%,46%
Oceania Tour: Stage 01,Open Qualifier #1,Round of 16,Split,3,44%,56%
Oceania Tour: Stage 01,Open Qualifier #1,Round of 16,Haven,2,50%,50%
Oceania Tour: Stage 01,Open Qualifier #1,Round of 16,Icebox,2,62%,38%
Oceania Tour: Stage 01,Open Qualifier #1,Quarterfinals,All Maps,9,43%,57%
Oceania Tour: Stage 01,Open Qualifier #1,Quarterfinals,Ascent,3,51%,49%
Oceania Tour: Stage 01,Open Qualifier #1,Quarterfinals,Haven,2,42%,58%
Oceania Tour: Stage 01,Open Qualifier #1,Quarterfinals,Split,2,37%,63%
Oceania Tour: Stage 01,Open Qualifier #1,Quarterfinals,Bind,1,35%,65%
Oceania Tour: Stage 01,Open Qualifier #1,Quarterfinals,Icebox,1,43%,57%
Oceania Tour: Stage 01,Open Qualifier #1,Semifinals,All Maps,5,49%,51%
Oceania Tour: Stage 01,Open Qualifier #1,Semifinals,Ascent,2,56%,44%
Oceania Tour: Stage 01,Open Qualifier #1,Semifinals,Bind,1,58%,42%
Oceania Tour: Stage 01,Open Qualifier #1,Semifinals,Haven,1,21%,79%
Oceania Tour: Stage 01,Open Qualifier #1,Semifinals,Split,1,47%,53%
Oceania Tour: Stage 01,Open Qualifier #1,Grand Final,All Maps,3,45%,55%
Oceania Tour: Stage 01,Open Qualifier #1,Grand Final,Ascent,1,39%,61%
Oceania Tour: Stage 01,Open Qualifier #1,Grand Final,Haven,1,57%,43%
Oceania Tour: Stage 01,Open Qualifier #1,Grand Final,Split,1,38%,62%
Oceania Tour: Stage 01,Open Qualifier #1,3-4th Decider Match,All Maps,2,37%,63%
Oceania Tour: Stage 01,Open Qualifier #1,3-4th Decider Match,Ascent,1,17%,83%
Oceania Tour: Stage 01,Open Qualifier #1,3-4th Decider Match,Haven,1,55%,45%
Oceania Tour: Stage 01,Open Qualifier #1,7-8th Decider Match,All Maps,2,59%,41%
Oceania Tour: Stage 01,Open Qualifier #1,7-8th Decider Match,Bind,1,42%,58%
Oceania Tour: Stage 01,Open Qualifier #1,7-8th Decider Match,Haven,1,92%,8%
Oceania Tour: Stage 01,Open Qualifier #1,Decider Semifinals,All Maps,4,39%,61%
Oceania Tour: Stage 01,Open Qualifier #1,Decider Semifinals,Ascent,1,33%,67%
Oceania Tour: Stage 01,Open Qualifier #1,Decider Semifinals,Bind,1,59%,41%
Oceania Tour: Stage 01,Open Qualifier #1,Decider Semifinals,Icebox,1,6%,94%
Oceania Tour: Stage 01,Open Qualifier #1,Decider Semifinals,Split,1,56%,44%
Oceania Tour: Stage 01,All Stages,All Match Types,All Maps,144,48%,52%
Oceania Tour: Stage 01,All Stages,All Match Types,Bind,41,48%,52%
Oceania Tour: Stage 01,All Stages,All Match Types,Ascent,38,43%,57%
Oceania Tour: Stage 01,All Stages,All Match Types,Haven,31,49%,51%
Oceania Tour: Stage 01,All Stages,All Match Types,Icebox,18,52%,48%
Oceania Tour: Stage 01,All Stages,All Match Types,Split,16,48%,52%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Quarterfinals,All Maps,10,42%,58%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Quarterfinals,Split,3,24%,76%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Quarterfinals,Bind,3,45%,55%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Quarterfinals,Ascent,2,51%,49%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Quarterfinals,Haven,1,65%,35%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Quarterfinals,Icebox,1,50%,50%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Semifinals,All Maps,4,59%,41%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Semifinals,Bind,2,71%,29%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Semifinals,Ascent,1,54%,46%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Semifinals,Haven,1,43%,57%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Grand Final,All Maps,4,37%,63%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Grand Final,Ascent,1,19%,81%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Grand Final,Haven,1,57%,43%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Grand Final,Icebox,1,39%,61%
Champions Tour CIS Stage 2: Challengers 2,Main Event,Grand Final,Split,1,29%,71%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Round of 16,All Maps,20,54%,46%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Ascent,7,59%,41%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Icebox,5,54%,46%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Haven,4,48%,53%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Bind,2,45%,55%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Round of 16,Split,2,55%,45%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Quarterfinal,All Maps,10,59%,41%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Quarterfinal,Ascent,3,63%,37%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Quarterfinal,Bind,2,43%,57%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Quarterfinal,Haven,2,66%,34%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Quarterfinal,Split,2,60%,40%
Champions Tour CIS Stage 2: Challengers 2,Qualifier Play-In,Quarterfinal,Icebox,1,71%,29%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 64,All Maps,65,48%,52%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 64,Ascent,21,50%,50%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 64,Haven,16,44%,56%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 64,Bind,12,51%,49%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 64,Icebox,8,55%,45%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 64,Split,8,35%,65%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 32,All Maps,38,48%,52%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 32,Ascent,10,48%,52%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 32,Haven,10,39%,61%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 32,Split,7,49%,51%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 32,Bind,6,63%,38%
Champions Tour CIS Stage 2: Challengers 2,Open Qualifier,Round of 32,Icebox,5,45%,55%
Champions Tour CIS Stage 2: Challengers 2,All Stages,All Match Types,All Maps,151,49%,51%
Champions Tour CIS Stage 2: Challengers 2,All Stages,All Match Types,Ascent,45,52%,48%
Champions Tour CIS Stage 2: Challengers 2,All Stages,All Match Types,Haven,35,45%,55%
Champions Tour CIS Stage 2: Challengers 2,All Stages,All Match Types,Bind,27,54%,46%
Champions Tour CIS Stage 2: Challengers 2,All Stages,All Match Types,Split,23,41%,59%
Champions Tour CIS Stage 2: Challengers 2,All Stages,All Match Types,Icebox,21,52%,48%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Quarterfinals,All Maps,8,52%,48%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Quarterfinals,Ascent,4,51%,49%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Quarterfinals,Split,2,59%,41%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Quarterfinals,Haven,1,43%,57%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Quarterfinals,Icebox,1,54%,46%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Semifinals,All Maps,4,51%,49%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Semifinals,Ascent,1,38%,63%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Semifinals,Bind,1,35%,65%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Semifinals,Haven,1,79%,21%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Semifinals,Icebox,1,50%,50%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Bronze Match,All Maps,2,52%,48%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Bronze Match,Split,1,32%,68%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Bronze Match,Ascent,1,71%,29%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Grand Final,All Maps,3,47%,53%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Grand Final,Ascent,1,17%,83%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Grand Final,Haven,1,59%,41%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Main Event,Grand Final,Icebox,1,65%,35%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Qualifier,Round of 8,All Maps,4,43%,57%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Qualifier,Round of 8,Bind,2,55%,45%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,Qualifier,Round of 8,Haven,2,30%,70%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,All Maps,21,49%,51%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,Ascent,7,48%,52%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,Haven,5,49%,51%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,Bind,3,48%,52%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,Icebox,3,56%,44%
Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,Split,3,49%,51%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Quarterfinals,All Maps,8,44%,56%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Quarterfinals,Ascent,3,52%,48%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Quarterfinals,Haven,3,52%,48%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Quarterfinals,Bind,2,16%,84%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Semifinals,All Maps,5,62%,38%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Semifinals,Ascent,2,50%,50%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Semifinals,Bind,1,71%,29%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Semifinals,Haven,1,57%,43%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Semifinals,Split,1,68%,32%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Grand Final,All Maps,2,62%,38%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Grand Final,Split,1,69%,31%
Champions Tour Thailand Stage 1: Challengers 3,Main Event,Grand Final,Haven,1,57%,43%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Quarterfinals,All Maps,4,48%,52%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Quarterfinals,Split,4,48%,52%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Semifinals,All Maps,2,35%,65%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Semifinals,Bind,2,35%,65%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Upper Finals,All Maps,1,54%,46%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Upper Finals,Icebox,1,54%,46%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Round 1,All Maps,2,45%,55%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Round 1,Haven,2,45%,55%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Round 2,All Maps,2,55%,45%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Round 2,Split,2,55%,45%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Round 3,All Maps,1,35%,65%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Round 3,Ascent,1,35%,65%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Finals,All Maps,1,29%,71%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Lower Bracket Finals,Bind,1,29%,71%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Grand Final,All Maps,1,46%,54%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,Grand Final,Haven,1,46%,54%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,5th Place Match,All Maps,1,59%,41%
Champions Tour Thailand Stage 1: Challengers 3,Qualifier,5th Place Match,Icebox,1,59%,41%
Champions Tour Thailand Stage 1: Challengers 3,All Stages,All Match Types,All Maps,30,48%,52%
Champions Tour Thailand Stage 1: Challengers 3,All Stages,All Match Types,Split,8,55%,45%
Champions Tour Thailand Stage 1: Challengers 3,All Stages,All Match Types,Haven,8,51%,49%
Champions Tour Thailand Stage 1: Challengers 3,All Stages,All Match Types,Ascent,6,48%,52%
Champions Tour Thailand Stage 1: Challengers 3,All Stages,All Match Types,Bind,6,34%,66%
Champions Tour Thailand Stage 1: Challengers 3,All Stages,All Match Types,Icebox,2,56%,44%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Quarterfinals,All Maps,8,45%,55%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Quarterfinals,Split,3,44%,56%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Quarterfinals,Ascent,2,38%,62%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Quarterfinals,Bind,2,54%,46%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Quarterfinals,Haven,1,41%,59%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Semifinals,All Maps,4,42%,58%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Semifinals,Bind,2,35%,65%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Semifinals,Ascent,1,42%,58%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Semifinals,Haven,1,55%,45%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Bronze Match,All Maps,3,52%,48%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Bronze Match,Ascent,1,42%,58%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Bronze Match,Haven,1,55%,45%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Bronze Match,Split,1,61%,39%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Grand Final,All Maps,3,41%,59%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Grand Final,Ascent,1,17%,83%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Grand Final,Bind,1,41%,59%
Champions Tour Indonesia Stage 1: Challengers 3,Main Event,Grand Final,Haven,1,65%,35%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 64,All Maps,30,48%,52%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 64,Ascent,14,52%,48%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 64,Bind,8,33%,67%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 64,Haven,4,59%,41%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 64,Icebox,2,53%,47%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 64,Split,2,50%,50%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 32,All Maps,15,41%,59%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 32,Ascent,8,41%,59%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 32,Bind,3,39%,61%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 32,Icebox,2,48%,52%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 32,Split,2,40%,60%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 16,All Maps,8,51%,49%
Champions Tour Indonesia Stage 1: Challengers 3,Qualifier,Round of 16,Ascent,5,47%,53%
