Tournament,Stage,Match Type,Match Name,Map
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Bind
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Lotus
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Split
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Ascent
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Split
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Fracture
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Ascent
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Pearl
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Bind
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Split
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Pearl
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Bind
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Ascent
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Fracture
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Lotus
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Bind
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Pearl
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Split
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Ascent
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Split
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Fracture
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Bind
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Haven
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Ascent
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Lotus
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Split
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (B),DRX vs Evil Geniuses,Fracture
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (B),DRX vs Evil Geniuses,Ascent
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Lotus
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Bind
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Pearl
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Haven
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Ascent
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Lotus
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (A),Natus Vincere vs EDward Gaming,Pearl
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (A),Natus Vincere vs EDward Gaming,Bind
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Bind
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Fracture
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Haven
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (A),T1 vs EDward Gaming,Fracture
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (A),T1 vs EDward Gaming,Haven
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,LOUD vs Evil Geniuses,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,LOUD vs Evil Geniuses,Ascent
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Haven
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,FNATIC vs NRG Esports,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,FNATIC vs NRG Esports,Bind
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Paper Rex vs DRX,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Paper Rex vs DRX,Bind
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,EDward Gaming vs LOUD,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,EDward Gaming vs LOUD,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,DRX vs NRG Esports,Pearl
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,DRX vs NRG Esports,Haven
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Team Liquid vs Evil Geniuses,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Team Liquid vs Evil Geniuses,Haven
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Paper Rex vs FNATIC,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Paper Rex vs FNATIC,Bind
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Haven
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Ascent
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Pearl
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Bind
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Fracture
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Pearl
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Ascent
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Lotus
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Split
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Bind
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Split
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 1,KRÜ Esports vs FURIA,Split
Champions Tour 2023: Americas League,Regular Season,Week 1,KRÜ Esports vs FURIA,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Split
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Split
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 3,Leviatán vs Sentinels,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 3,LOUD vs FURIA,Split
Champions Tour 2023: Americas League,Regular Season,Week 3,LOUD vs FURIA,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Haven
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs MIBR,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs MIBR,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Split
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Haven
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Haven
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 4,MIBR vs Sentinels,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 4,MIBR vs Sentinels,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs 100 Thieves,Icebox
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs 100 Thieves,Haven
Champions Tour 2023: Americas League,Regular Season,Week 4,Leviatán vs 100 Thieves,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Split
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Haven
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 4,Cloud9 vs FURIA,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 4,Cloud9 vs FURIA,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs KRÜ Esports,Haven
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs KRÜ Esports,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 5,NRG Esports vs 100 Thieves,Bind
Champions Tour 2023: Americas League,Regular Season,Week 5,NRG Esports vs 100 Thieves,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 5,MIBR vs FURIA,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 5,MIBR vs FURIA,Split
Champions Tour 2023: Americas League,Regular Season,Week 5,Cloud9 vs Sentinels,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 5,Cloud9 vs Sentinels,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 5,Leviatán vs Evil Geniuses,Split
Champions Tour 2023: Americas League,Regular Season,Week 5,Leviatán vs Evil Geniuses,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 5,Leviatán vs Evil Geniuses,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Split
Champions Tour 2023: Americas League,Regular Season,Week 6,Evil Geniuses vs Sentinels,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 6,Evil Geniuses vs Sentinels,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 6,Cloud9 vs MIBR,Split
Champions Tour 2023: Americas League,Regular Season,Week 6,Cloud9 vs MIBR,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 6,LOUD vs 100 Thieves,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 6,LOUD vs 100 Thieves,Split
Champions Tour 2023: Americas League,Regular Season,Week 6,Leviatán vs KRÜ Esports,Haven
Champions Tour 2023: Americas League,Regular Season,Week 6,Leviatán vs KRÜ Esports,Split
Champions Tour 2023: Americas League,Regular Season,Week 6,NRG Esports vs FURIA,Bind
Champions Tour 2023: Americas League,Regular Season,Week 6,NRG Esports vs FURIA,Haven
Champions Tour 2023: Americas League,Regular Season,Week 6,NRG Esports vs FURIA,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 7,FURIA vs 100 Thieves,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 7,FURIA vs 100 Thieves,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 7,FURIA vs 100 Thieves,Haven
Champions Tour 2023: Americas League,Regular Season,Week 7,Evil Geniuses vs MIBR,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 7,Evil Geniuses vs MIBR,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 7,KRÜ Esports vs Sentinels,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 7,KRÜ Esports vs Sentinels,Bind
Champions Tour 2023: Americas League,Regular Season,Week 7,NRG Esports vs LOUD,Split
Champions Tour 2023: Americas League,Regular Season,Week 7,NRG Esports vs LOUD,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 7,Leviatán vs Cloud9,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 7,Leviatán vs Cloud9,Haven
Champions Tour 2023: Americas League,Regular Season,Week 8,Sentinels vs FURIA,Split
Champions Tour 2023: Americas League,Regular Season,Week 8,Sentinels vs FURIA,Haven
Champions Tour 2023: Americas League,Regular Season,Week 8,Sentinels vs FURIA,Bind
Champions Tour 2023: Americas League,Regular Season,Week 8,NRG Esports vs Evil Geniuses,Bind
Champions Tour 2023: Americas League,Regular Season,Week 8,NRG Esports vs Evil Geniuses,Split
Champions Tour 2023: Americas League,Regular Season,Week 8,Cloud9 vs KRÜ Esports,Lotus
Champions Tour 2023: Americas League,Regular Season,Week 8,Cloud9 vs KRÜ Esports,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 8,Cloud9 vs KRÜ Esports,Split
Champions Tour 2023: Americas League,Regular Season,Week 8,Leviatán vs LOUD,Haven
Champions Tour 2023: Americas League,Regular Season,Week 8,Leviatán vs LOUD,Ascent
Champions Tour 2023: Americas League,Regular Season,Week 8,MIBR vs 100 Thieves,Fracture
Champions Tour 2023: Americas League,Regular Season,Week 8,MIBR vs 100 Thieves,Pearl
Champions Tour 2023: Americas League,Regular Season,Week 8,MIBR vs 100 Thieves,Lotus
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Leviatán vs FURIA,Ascent
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Leviatán vs FURIA,Pearl
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Leviatán vs FURIA,Bind
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,NRG Esports vs Evil Geniuses,Haven
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,NRG Esports vs Evil Geniuses,Split
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,NRG Esports vs Evil Geniuses,Ascent
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,LOUD vs FURIA,Haven
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,LOUD vs FURIA,Ascent
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Cloud9 vs Evil Geniuses,Fracture
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Cloud9 vs Evil Geniuses,Bind
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,FURIA vs NRG Esports,Bind
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,FURIA vs NRG Esports,Haven
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Cloud9 vs Leviatán,Haven
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Cloud9 vs Leviatán,Lotus
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Cloud9 vs Leviatán,Ascent
Champions Tour 2023: Americas League,Playoffs,Upper Final,LOUD vs Evil Geniuses,Fracture
Champions Tour 2023: Americas League,Playoffs,Upper Final,LOUD vs Evil Geniuses,Ascent
Champions Tour 2023: Americas League,Playoffs,Upper Final,LOUD vs Evil Geniuses,Bind
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Cloud9 vs NRG Esports,Pearl
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Cloud9 vs NRG Esports,Lotus
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Cloud9 vs NRG Esports,Haven
Champions Tour 2023: Americas League,Playoffs,Lower Final,Evil Geniuses vs NRG Esports,Haven
Champions Tour 2023: Americas League,Playoffs,Lower Final,Evil Geniuses vs NRG Esports,Ascent
