Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agent,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuse
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,LOUD,saadhak,gekko,3,,,,,,,,,27,9,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,LOUD,tuyz,harbor,3,,,,1,,,,,50,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,LOUD,cauanzin,skye,3,2,,,,,,,,55,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,LOUD,Less,viper,5,,1,,2,,,,,58,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,LOUD,aspas,jett,5,1,2,,1,,,,,74,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,MIBR,frz,killjoy,3,,,,1,,,,,54,0,2
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,MIBR,murizzz,viper,3,1,1,,,,,,,53,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,MIBR,RgLMeister,omen,2,4,,,,1,,,,61,2,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,MIBR,heat,raze,3,1,,,1,,,,,54,1,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,MIBR,jzz,skye,3,,,,1,,,,,50,6,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,LOUD,saadhak,viper,1,2,,,,,,,,37,4,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,LOUD,tuyz,harbor,4,1,,,,,,,,55,2,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,LOUD,cauanzin,skye,4,,,1,,,1,,,50,4,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,LOUD,Less,killjoy,,,,,,,,,,41,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,LOUD,aspas,jett,4,1,1,,1,,,,,65,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,MIBR,frz,killjoy,4,,,,,,,,,72,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,MIBR,murizzz,breach,1,,1,,1,,,,,35,6,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,MIBR,RgLMeister,omen,3,1,,,,,,,,52,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,MIBR,heat,raze,5,1,,,,,,,,57,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,MIBR,jzz,fade,3,1,,,,1,,,,48,3,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Evil Geniuses,Boostio,killjoy,4,5,,,1,1,,,,60,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Evil Geniuses,C0M,gekko,11,,,,,,,,,64,5,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Evil Geniuses,BcJ,astra,7,1,,,,1,,,,46,2,3
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Evil Geniuses,jawgemo,harbor,6,2,,,,,,,,58,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Evil Geniuses,Ethan,skye,6,,1,,,,,,,45,5,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Cloud9,Zellsis,phoenix,4,2,,,1,,,,,65,1,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Cloud9,Xeppaa,skye,9,,2,,,,,,,51,2,3
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Cloud9,leaf,killjoy,4,5,2,,,1,,,,71,2,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Cloud9,jakee,astra,6,,1,,,,,,,55,3,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,All Maps,Cloud9,runi,sage,5,,1,,3,1,,,,47,10,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Evil Geniuses,Boostio,killjoy,1,2,,,1,,,,,56,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Evil Geniuses,C0M,gekko,5,,,,,,,,,48,5,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Evil Geniuses,BcJ,astra,3,1,,,,1,,,,55,0,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Evil Geniuses,jawgemo,harbor,3,1,,,,,,,,59,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Evil Geniuses,Ethan,skye,2,,1,,,,,,,43,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Cloud9,Zellsis,phoenix,3,2,,,1,,,,,91,0,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Cloud9,Xeppaa,skye,4,,1,,,,,,,47,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Cloud9,leaf,killjoy,2,2,,,,,,,,64,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Cloud9,jakee,astra,4,,1,,,,,,,69,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,Cloud9,runi,sage,3,,,,1,1,,,,36,6,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Evil Geniuses,Boostio,killjoy,3,3,,,,1,,,,64,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Evil Geniuses,C0M,sova,6,,,,,,,,,80,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Evil Geniuses,BcJ,brimstone,4,,,,,,,,,37,2,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Evil Geniuses,jawgemo,raze,3,1,,,,,,,,56,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Evil Geniuses,Ethan,breach,4,,,,,,,,,46,5,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Cloud9,Zellsis,killjoy,1,,,,,,,,,38,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Cloud9,Xeppaa,raze,5,,1,,,,,,,54,2,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Cloud9,leaf,skye,2,3,2,,,1,,,,78,1,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Cloud9,jakee,brimstone,2,,,,,,,,,40,2,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,Cloud9,runi,breach,2,,1,,2,,,,,57,4,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,Leviatán,nzr,skye,4,2,,,2,,,,,44,3,4
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,Leviatán,Tacolilla,jett,2,4,,,1,,,,,46,0,3
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,Leviatán,Mazino,harbor,5,2,,,,,,,,55,10,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,Leviatán,kiNgg,viper,11,2,,,2,1,,,,77,0,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,Leviatán,Shyy,killjoy,3,,,,,,,,,53,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,NRG Esports,crashies,killjoy,2,,,,,,,,,37,3,3
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,NRG Esports,ardiis,raze,5,1,,,,,,,,48,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,NRG Esports,Victor,viper,4,4,,,1,,,,,67,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,NRG Esports,FiNESSE,skye,5,1,1,,1,,1,,,49,6,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,All Maps,NRG Esports,s0m,harbor,6,1,,,,,,,,51,10,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,Leviatán,nzr,skye,,1,,,1,,,,,40,1,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,Leviatán,Tacolilla,jett,2,,,,,,,,,29,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,Leviatán,Mazino,harbor,3,1,,,,,,,,59,8,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,Leviatán,kiNgg,viper,5,2,,,1,,,,,89,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,Leviatán,Shyy,killjoy,2,,,,,,,,,55,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,NRG Esports,crashies,killjoy,2,,,,,,,,,37,1,3
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,NRG Esports,ardiis,raze,3,1,,,,,,,,52,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,NRG Esports,Victor,viper,2,1,,,,,,,,67,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,NRG Esports,FiNESSE,skye,2,1,1,,,,1,,,53,2,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Pearl,NRG Esports,s0m,harbor,2,1,,,,,,,,40,8,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,Leviatán,nzr,skye,4,1,,,1,,,,,47,2,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,Leviatán,Tacolilla,jett,,4,,,1,,,,,63,0,2
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,Leviatán,Mazino,omen,2,1,,,,,,,,51,2,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,Leviatán,kiNgg,viper,6,,,,1,1,,,,64,0,1
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,Leviatán,Shyy,killjoy,1,,,,,,,,,51,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,NRG Esports,crashies,skye,,,,,,,,,,37,2,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,NRG Esports,ardiis,raze,2,,,,,,,,,44,1,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,NRG Esports,Victor,killjoy,2,3,,,1,,,,,67,0,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,NRG Esports,FiNESSE,breach,3,,,,1,,,,,44,4,0
Champions Tour 2023: Americas League,Regular Season,Week 1,Leviatán vs NRG Esports,Lotus,NRG Esports,s0m,omen,4,,,,,,,,,61,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,Cloud9,Zellsis,killjoy,9,1,,,1,,,,,46,2,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,Cloud9,Xeppaa,raze,5,4,,,2,,,,,47,4,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,Cloud9,leaf,skye,5,5,2,,2,,,,,56,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,Cloud9,jakee,astra,6,1,,,,,1,,,38,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,Cloud9,runi,breach,6,2,,,,1,,,,52,11,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,LOUD,saadhak,gekko,5,3,,,,,,,,59,16,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,LOUD,tuyz,astra,6,1,,,,1,,,,59,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,LOUD,cauanzin,skye,11,1,,,,1,,,,55,5,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,LOUD,Less,viper,11,4,1,,1,,,,,74,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,All Maps,LOUD,aspas,jett,11,4,,,,1,1,,,63,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,Cloud9,Zellsis,killjoy,5,1,,,1,,,,,50,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,Cloud9,Xeppaa,raze,3,1,,,,,,,,49,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,Cloud9,leaf,skye,3,3,,,1,,,,,63,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,Cloud9,jakee,astra,4,1,,,,,,,,51,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,Cloud9,runi,breach,,1,,,,,,,,50,5,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,LOUD,saadhak,gekko,1,,,,,,,,,43,5,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,LOUD,tuyz,astra,3,,,,,,,,,72,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,LOUD,cauanzin,skye,3,,,,,,,,,46,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,LOUD,Less,viper,2,,1,,1,,,,,55,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,LOUD,aspas,jett,5,,,,,,,,,53,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,Cloud9,Zellsis,killjoy,2,,,,,,,,,42,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,Cloud9,Xeppaa,kayo,1,2,,,2,,,,,49,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,Cloud9,leaf,jett,1,1,2,,,,,,,63,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,Cloud9,jakee,omen,1,,,,,,,,,33,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,Cloud9,runi,sova,2,,,,,1,,,,39,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,LOUD,saadhak,kayo,2,2,,,,,,,,72,5,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,LOUD,tuyz,omen,1,1,,,,1,,,,41,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,LOUD,cauanzin,sova,5,,,,,1,,,,62,4,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,LOUD,Less,killjoy,3,2,,,,,,,,72,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,LOUD,aspas,jett,3,1,,,,,1,,,59,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,Cloud9,Zellsis,phoenix,2,,,,,,,,,47,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,Cloud9,Xeppaa,skye,1,1,,,,,,,,44,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,Cloud9,leaf,killjoy,1,1,,,1,,,,,41,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,Cloud9,jakee,astra,1,,,,,,1,,,29,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,Cloud9,runi,sage,4,1,,,,,,,,66,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,LOUD,saadhak,killjoy,2,1,,,,,,,,63,6,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,LOUD,tuyz,harbor,2,,,,,,,,,63,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,LOUD,cauanzin,skye,3,1,,,,,,,,56,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,LOUD,Less,viper,6,2,,,,,,,,95,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,LOUD,aspas,jett,3,3,,,,1,,,,78,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,Leviatán,nzr,skye,3,3,,,1,,,,,52,5,5
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,Leviatán,Tacolilla,jett,5,2,,,,,,,,45,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,Leviatán,Mazino,harbor,6,5,,,,,,,,51,9,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,Leviatán,kiNgg,viper,10,2,,,,1,,,,60,5,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,Leviatán,Shyy,killjoy,9,3,,,,,,,,54,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,FURIA,mwzera,skye,5,,,,,,,,,41,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,FURIA,Quick,harbor,2,4,,,,,,,,44,16,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,FURIA,Khalil,viper,11,2,2,,,2,,1,,67,6,3
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,FURIA,mazin,breach,6,,1,,,1,,,,44,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,All Maps,FURIA,dgzin,neon,12,6,,,,1,,,,65,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,Leviatán,nzr,skye,2,1,,,,,,,,45,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,Leviatán,Tacolilla,jett,2,2,,,,,,,,56,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,Leviatán,Mazino,harbor,3,2,,,,,,,,46,5,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,Leviatán,kiNgg,viper,7,1,,,,,,,,88,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,Leviatán,Shyy,killjoy,3,,,,,,,,,51,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,FURIA,mwzera,skye,1,,,,,,,,,26,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,FURIA,Quick,harbor,1,2,,,,,,,,52,8,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,FURIA,Khalil,viper,1,,1,,,,,1,,60,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,FURIA,mazin,breach,2,,,,,1,,,,34,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Pearl,FURIA,dgzin,neon,4,2,,,,1,,,,67,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,Leviatán,nzr,sova,,2,,,,,,,,63,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,Leviatán,Tacolilla,jett,1,,,,,,,,,45,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,Leviatán,Mazino,harbor,1,1,,,,,,,,48,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,Leviatán,kiNgg,viper,2,,,,,,,,,46,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,Leviatán,Shyy,killjoy,1,1,,,,,,,,42,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,FURIA,mwzera,sova,1,,,,,,,,,52,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,FURIA,Quick,sage,,,,,,,,,,26,8,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,FURIA,Khalil,killjoy,4,1,,,,1,,,,68,2,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,FURIA,mazin,viper,2,,1,,,,,,,71,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Icebox,FURIA,dgzin,jett,4,2,,,,,,,,66,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,Leviatán,nzr,sova,1,,,,1,,,,,48,1,3
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,Leviatán,Tacolilla,jett,2,,,,,,,,,35,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,Leviatán,Mazino,omen,2,2,,,,,,,,58,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,Leviatán,kiNgg,kayo,1,1,,,,1,,,,46,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,Leviatán,Shyy,killjoy,5,2,,,,,,,,69,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,FURIA,mwzera,sova,3,,,,,,,,,46,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,FURIA,Quick,killjoy,1,2,,,,,,,,55,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,FURIA,Khalil,omen,6,1,1,,,1,,,,74,4,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,FURIA,mazin,kayo,2,,,,,,,,,26,2,1
Champions Tour 2023: Americas League,Regular Season,Week 2,Leviatán vs FURIA,Ascent,FURIA,dgzin,jett,4,2,,,,,,,,61,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,NRG Esports,crashies,viper,9,2,,,,,,,,57,1,2
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,NRG Esports,ardiis,killjoy,5,1,,,,,,,,52,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,NRG Esports,Victor,jett,7,,1,,,,,,,60,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,NRG Esports,FiNESSE,skye,2,,1,,,1,,,,45,5,3
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,NRG Esports,s0m,omen,9,2,,,1,1,,,,76,3,2
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,Sentinels,TenZ,jett,1,,,,,1,,,,39,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,Sentinels,Sacy,viper,2,1,,,,,,,,39,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,Sentinels,pANcada,killjoy,6,1,,,1,,,,,65,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,Sentinels,dephh,harbor,3,,,,,,,,,37,7,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,All Maps,Sentinels,zekken,skye,5,2,1,,,,1,,,64,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,NRG Esports,crashies,viper,5,,,,,,,,,45,1,1
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,NRG Esports,ardiis,killjoy,2,,,,,,,,,59,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,NRG Esports,Victor,jett,5,,1,,,,,,,74,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,NRG Esports,FiNESSE,skye,1,,,,,1,,,,45,5,2
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,NRG Esports,s0m,omen,5,,,,,,,,,58,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,Sentinels,TenZ,jett,,,,,,,,,,32,1,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,Sentinels,Sacy,viper,,1,,,,,,,,42,2,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,Sentinels,pANcada,killjoy,3,,,,,,,,,43,0,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,Sentinels,dephh,harbor,3,,,,,,,,,45,4,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,Sentinels,zekken,skye,3,2,1,,,,1,,,65,3,1
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,NRG Esports,crashies,sova,4,2,,,,,,,,68,0,1
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,NRG Esports,ardiis,sage,3,1,,,,,,,,45,3,0
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,NRG Esports,Victor,kayo,2,,,,,,,,,45,0,0
