Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agent,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuse
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Team Secret,BORKUM,omen,1,2,,,,1,,,,50,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Team Secret,JessieVash,sova,6,1,,,1,,,,,41,3,3
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Team Secret,DubsteP,killjoy,4,1,1,,,1,,,,49,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Team Secret,Jremy,raze,7,3,,,,,,,,60,0,2
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Team Secret,invy,breach,3,1,1,,1,,,,,61,9,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Gen.G,k1Ng,killjoy,13,,1,,1,1,,,,64,3,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Gen.G,TS,omen,7,2,1,,,1,,,,62,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Gen.G,eKo,breach,,,,,,,,,,31,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Gen.G,Sylvan,sova,1,1,1,,1,,,,,43,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Gen.G,GodDead,breach,10,1,,,1,,,,,50,11,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,All Maps,Gen.G,Meteor,jett,4,3,,,,,,,,45,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Team Secret,BORKUM,omen,,1,,,,1,,,,56,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Team Secret,JessieVash,sova,4,,,,1,,,,,55,2,2
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Team Secret,DubsteP,killjoy,2,,,,,,,,,42,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Team Secret,Jremy,raze,4,1,,,,,,,,70,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Team Secret,invy,breach,2,1,,,1,,,,,64,4,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Gen.G,k1Ng,killjoy,5,,1,,1,1,,,,63,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Gen.G,TS,omen,3,1,1,,,1,,,,63,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Gen.G,Sylvan,sova,1,1,1,,1,,,,,43,1,2
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Gen.G,GodDead,breach,5,,,,,,,,,38,9,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Gen.G,Meteor,jett,,2,,,,,,,,39,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Team Secret,BORKUM,brimstone,1,1,,,,,,,,43,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Team Secret,JessieVash,fade,2,1,,,,,,,,27,1,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Team Secret,DubsteP,cypher,2,1,1,,,1,,,,56,0,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Team Secret,Jremy,raze,3,2,,,,,,,,50,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Team Secret,invy,breach,1,,1,,,,,,,57,5,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Gen.G,k1Ng,viper,8,,,,,,,,,65,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Gen.G,TS,omen,4,1,,,,,,,,60,0,1
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Gen.G,eKo,breach,,,,,,,,,,31,3,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Gen.G,GodDead,kayo,5,1,,,1,,,,,62,2,0
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Gen.G,Meteor,raze,4,1,,,,,,,,50,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,Paper Rex,Jinggg,raze,3,,,,,,,,,58,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,Paper Rex,mindfreak,omen,2,,,,,,,,,27,4,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,Paper Rex,f0rsakeN,killjoy,4,4,,,,,,,,59,2,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,Paper Rex,Benkai,sova,3,1,,,,,,,,53,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,Paper Rex,d4v41,kayo,4,3,,,1,,,,,65,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,Paper Rex,something,jett,3,1,,,,,,,,33,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,DRX,stax,kayo,7,1,,,,,,,,49,5,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,DRX,Rb,sova,3,2,,,1,1,,,,51,10,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,DRX,BuZz,killjoy,5,3,,,1,1,,,,54,2,2
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,DRX,MaKo,omen,7,2,,,,,1,,,70,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,All Maps,DRX,Foxy9,jett,5,1,2,,,,,,,54,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,Paper Rex,mindfreak,omen,2,,,,,,,,,37,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,Paper Rex,f0rsakeN,killjoy,4,2,,,,,,,,77,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,Paper Rex,Benkai,sova,3,1,,,,,,,,53,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,Paper Rex,d4v41,kayo,1,1,,,,,,,,50,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,Paper Rex,something,jett,1,,,,,,,,,24,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,DRX,stax,kayo,3,,,,,,,,,36,4,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,DRX,Rb,sova,3,1,,,1,1,,,,66,6,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,DRX,BuZz,killjoy,2,1,,,1,,,,,59,0,2
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,DRX,MaKo,omen,4,,,,,,,,,61,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,DRX,Foxy9,jett,2,1,1,,,,,,,58,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,Paper Rex,Jinggg,raze,3,,,,,,,,,58,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,Paper Rex,mindfreak,astra,,,,,,,,,,16,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,Paper Rex,f0rsakeN,skye,,2,,,,,,,,41,2,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,Paper Rex,d4v41,viper,3,2,,,1,,,,,79,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,Paper Rex,something,jett,2,1,,,,,,,,41,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,DRX,stax,skye,4,1,,,,,,,,62,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,DRX,Rb,astra,,1,,,,,,,,36,4,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,DRX,BuZz,kayo,3,2,,,,1,,,,49,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,DRX,MaKo,viper,3,2,,,,,1,,,79,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,DRX,Foxy9,raze,3,,1,,,,,,,49,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Team Secret,BORKUM,viper,2,3,,,,1,,,,53,6,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Team Secret,JessieVash,sova,2,1,,,,,,,,27,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Team Secret,DubsteP,killjoy,3,2,,,1,,,,,42,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Team Secret,Jremy,sage,5,,1,,,,,,,45,4,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Team Secret,invy,kayo,3,3,1,,1,,,,,54,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Rex Regum Qeon,xffero,viper,7,2,,,,,,,,67,5,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Rex Regum Qeon,fl1pzjder,skye,3,2,,,,,,,,49,4,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Rex Regum Qeon,EJAY,jett,7,2,1,,,,,,,59,0,3
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Rex Regum Qeon,Lmemore,killjoy,7,3,,,,,,,,72,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Rex Regum Qeon,2ge,harbor,1,2,,,,,,,,57,6,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,All Maps,Rex Regum Qeon,Emman,skye,3,,,,,,,,,71,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Team Secret,BORKUM,viper,1,3,,,,,,,,70,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Team Secret,JessieVash,sova,2,1,,,,,,,,35,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Team Secret,DubsteP,killjoy,2,2,,,1,,,,,58,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Team Secret,Jremy,sage,1,,,,,,,,,32,4,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Team Secret,invy,kayo,1,1,1,,,,,,,58,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Rex Regum Qeon,xffero,viper,4,1,,,,,,,,68,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Rex Regum Qeon,fl1pzjder,skye,1,,,,,,,,,26,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Rex Regum Qeon,EJAY,jett,5,2,,,,,,,,54,0,2
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Rex Regum Qeon,Lmemore,killjoy,4,3,,,,,,,,92,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Rex Regum Qeon,2ge,harbor,1,2,,,,,,,,57,6,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Team Secret,BORKUM,astra,1,,,,,1,,,,36,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Team Secret,JessieVash,cypher,,,,,,,,,,18,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Team Secret,DubsteP,jett,1,,,,,,,,,25,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Team Secret,Jremy,raze,4,,1,,,,,,,57,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Team Secret,invy,skye,2,2,,,1,,,,,50,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Rex Regum Qeon,xffero,astra,3,1,,,,,,,,66,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Rex Regum Qeon,fl1pzjder,breach,2,2,,,,,,,,72,4,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Rex Regum Qeon,EJAY,raze,2,,1,,,,,,,64,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Rex Regum Qeon,Lmemore,cypher,3,,,,,,,,,52,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Rex Regum Qeon,Emman,skye,3,,,,,,,,,71,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,T1,xeta,sova,6,,,,,,,,,52,5,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,T1,iNTRO,omen,1,1,,,,,,,,38,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,T1,Munchkin,killjoy,6,1,,,,,,,,43,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,T1,Sayaplayer,jett,4,2,1,,,,,,,76,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,T1,ban,omen,1,,,,,,,,,33,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,T1,Carpe,kayo,3,1,,,1,,,,,41,5,2
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,Gen.G,k1Ng,killjoy,6,4,,,1,,,,,80,1,3
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,Gen.G,TS,omen,1,3,,,,,,,,40,3,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,Gen.G,eKo,sova,2,1,,,1,,,,,53,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,Gen.G,Sylvan,sova,4,,,,,,,,,65,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,Gen.G,GodDead,kayo,3,2,2,,,,,,,60,9,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,All Maps,Gen.G,Meteor,jett,1,3,,,,1,,,,59,0,2
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,T1,xeta,sova,3,,,,,,,,,56,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,T1,Munchkin,killjoy,5,,,,,,,,,46,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,T1,Sayaplayer,jett,4,2,1,,,,,,,98,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,T1,ban,omen,1,,,,,,,,,33,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,T1,Carpe,kayo,,,,,,,,,,34,5,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,Gen.G,k1Ng,killjoy,3,1,,,,,,,,64,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,Gen.G,TS,omen,1,1,,,,,,,,37,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,Gen.G,eKo,sova,2,1,,,1,,,,,53,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,Gen.G,GodDead,kayo,1,2,2,,,,,,,87,4,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,Gen.G,Meteor,jett,1,2,,,,1,,,,82,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,T1,xeta,sova,3,,,,,,,,,47,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,T1,iNTRO,omen,1,1,,,,,,,,38,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,T1,Munchkin,killjoy,1,1,,,,,,,,40,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,T1,Sayaplayer,jett,,,,,,,,,,53,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,T1,Carpe,breach,3,1,,,1,,,,,48,0,2
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,Gen.G,k1Ng,killjoy,3,3,,,1,,,,,95,1,2
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,Gen.G,TS,omen,,2,,,,,,,,42,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,Gen.G,Sylvan,sova,4,,,,,,,,,65,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,Gen.G,GodDead,breach,2,,,,,,,,,33,5,0
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,Gen.G,Meteor,jett,,1,,,,,,,,35,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,Dep,jett,4,4,2,,,,,,,74,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,Laz,sova,3,2,1,,,,1,,,78,3,2
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,crow,kayo,4,,1,,,,1,,,61,12,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,TENNN,killjoy,5,1,,,1,,,,,50,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,ZETA DIVISION,SugarZ3ro,omen,7,1,,,,,,,,65,7,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,takej,omen,6,,,,1,,1,,,34,1,2
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Reita,sova,4,1,,,,,,,,50,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Suggest,killjoy,6,,,,,,,,,39,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Anthem,kayo,3,,,,1,1,,,,36,9,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,All Maps,DetonatioN FocusMe,Seoldam,jett,3,2,,,,,,,,47,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,ZETA DIVISION,Dep,jett,2,1,1,,,,,,,49,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,ZETA DIVISION,Laz,sova,2,1,1,,,,,,,84,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,ZETA DIVISION,crow,kayo,,,1,,,,1,,,52,4,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,ZETA DIVISION,TENNN,killjoy,2,,,,,,,,,45,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,ZETA DIVISION,SugarZ3ro,omen,5,1,,,,,,,,89,5,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,takej,omen,2,,,,,,,,,33,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,Reita,sova,2,1,,,,,,,,55,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,Suggest,killjoy,6,,,,,,,,,55,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,Anthem,kayo,1,,,,1,1,,,,33,7,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,Seoldam,jett,1,1,,,,,,,,42,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,Dep,jett,2,3,1,,,,,,,98,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,Laz,sova,1,1,,,,,1,,,72,2,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,crow,breach,4,,,,,,,,,69,8,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,TENNN,killjoy,3,1,,,1,,,,,54,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,SugarZ3ro,omen,2,,,,,,,,,40,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,takej,omen,4,,,,1,,1,,,34,1,2
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Reita,sova,2,,,,,,,,,45,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Suggest,killjoy,,,,,,,,,,23,0,1
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Anthem,breach,2,,,,,,,,,39,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,Seoldam,jett,2,1,,,,,,,,52,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Talon Esports,Patiphan,kayo,5,2,1,,2,,,,,58,5,2
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Talon Esports,Sushiboys,viper,6,1,1,,,,,,,44,6,1
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Talon Esports,Crws,astra,2,,,,,,,,,44,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Talon Esports,foxz,skye,6,,1,,1,,,,,43,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Talon Esports,garnetS,raze,10,1,1,,,,,,,60,2,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Global Esports,Bazzi,skye,13,2,1,,,,1,,,75,3,2
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Global Esports,AYRIN,viper,5,2,,,,,,,,54,5,1
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Global Esports,Lightningfast,raze,2,1,,,,,,,,37,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Global Esports,SkRossi,jett,3,,1,,,,,,,50,1,1
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Global Esports,Monyet,astra,5,2,,1,2,,,,,63,1,3
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,All Maps,Global Esports,t3xture,sage,6,3,,,1,1,,,,65,3,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Talon Esports,Patiphan,kayo,3,1,,,,,,,,49,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Talon Esports,Sushiboys,viper,2,,1,,,,,,,41,2,1
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Talon Esports,Crws,astra,1,,,,,,,,,48,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Talon Esports,foxz,skye,2,,,,,,,,,24,0,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Talon Esports,garnetS,raze,4,,1,,,,,,,65,1,0
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Global Esports,Bazzi,skye,4,1,1,,,,1,,,82,0,0
