Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,Pearl,Four Angry Men,13,9,3,1,Night Wings Gaming,15,9,3,3,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,Split,Four Angry Men,11,5,6,,Night Wings Gaming,13,6,7,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Invincible Gaming vs Nova Esports,Split,Invincible Gaming,5,2,3,,Nova Esports,13,3,10,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Invincible Gaming vs Nova Esports,Fracture,Invincible Gaming,4,2,2,,Nova Esports,13,3,10,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,TYLOO vs Monarch Effect,Lotus,TYLOO,16,7,5,4,Monarch Effect,14,7,5,2,1:05:42
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,TYLOO vs Monarch Effect,Ascent,TYLOO,8,3,5,,Monarch Effect,13,4,9,,47:59
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,TYLOO vs Monarch Effect,Split,TYLOO,13,3,10,,Monarch Effect,11,2,9,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Shenzhen NTER vs Kingzone,Fracture,Shenzhen NTER,13,10,3,,Kingzone,3,1,2,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Shenzhen NTER vs Kingzone,Lotus,Shenzhen NTER,13,11,2,,Kingzone,1,0,1,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Dragon Ranger Gaming vs Rare Atom,Haven,Dragon Ranger Gaming,13,7,6,,Rare Atom,7,2,5,,39:16
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Dragon Ranger Gaming vs Rare Atom,Lotus,Dragon Ranger Gaming,12,4,8,0,Rare Atom,14,4,8,2,57:33
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Dragon Ranger Gaming vs Rare Atom,Ascent,Dragon Ranger Gaming,13,7,6,,Rare Atom,11,6,5,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Totoro Gaming vs Shenzhen NTER,Lotus,Totoro Gaming,13,9,4,,Shenzhen NTER,4,1,3,,41:25
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Totoro Gaming vs Shenzhen NTER,Ascent,Totoro Gaming,21,3,9,9,Shenzhen NTER,19,3,9,7,1:26:06
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Dragon Ranger Gaming vs Royal Never Give Up,Split,Dragon Ranger Gaming,13,8,5,,Royal Never Give Up,11,7,4,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Dragon Ranger Gaming vs Royal Never Give Up,Haven,Dragon Ranger Gaming,13,7,6,,Royal Never Give Up,8,3,5,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Nova Esports vs TYLOO,Split,Nova Esports,7,6,1,,TYLOO,13,7,6,,44:27
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Nova Esports vs TYLOO,Bind,Nova Esports,5,3,2,,TYLOO,13,4,9,,38:26
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Night Wings Gaming vs Douyu Gaming,Haven,Night Wings Gaming,10,8,2,,Douyu Gaming,13,9,4,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Night Wings Gaming vs Douyu Gaming,Ascent,Night Wings Gaming,5,5,0,,Douyu Gaming,13,6,7,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Gank Gaming vs Invincible Gaming,Lotus,Gank Gaming,16,7,5,4,Invincible Gaming,14,7,5,2,1:11:07
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Gank Gaming vs Invincible Gaming,Split,Gank Gaming,13,10,3,,Invincible Gaming,4,2,2,,33:42
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Number One Player vs Kingzone,Lotus,Number One Player,13,7,6,,Kingzone,7,2,5,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Number One Player vs Kingzone,Fracture,Number One Player,14,3,9,2,Kingzone,12,3,9,0,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Weibo Gaming vs Four Angry Men,Bind,Weibo Gaming,11,2,9,,Four Angry Men,13,3,10,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Weibo Gaming vs Four Angry Men,Haven,Weibo Gaming,13,8,5,,Four Angry Men,4,0,4,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Weibo Gaming vs Four Angry Men,Split,Weibo Gaming,13,6,7,,Four Angry Men,7,1,6,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Rare Atom vs Monarch Effect,Lotus,Rare Atom,14,6,6,2,Monarch Effect,12,6,6,0,59:41
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Rare Atom vs Monarch Effect,Ascent,Rare Atom,8,5,3,,Monarch Effect,13,6,7,,43:56
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 2,Rare Atom vs Monarch Effect,Bind,Rare Atom,11,5,6,,Monarch Effect,13,6,7,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Weibo Gaming vs Shenzhen NTER,Fracture,Weibo Gaming,13,9,4,,Shenzhen NTER,10,7,3,,50:07
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Weibo Gaming vs Shenzhen NTER,Haven,Weibo Gaming,13,5,8,,Shenzhen NTER,11,4,7,,51:04
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Royal Never Give Up vs Nova Esports,Ascent,Royal Never Give Up,11,4,7,,Nova Esports,13,5,8,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Royal Never Give Up vs Nova Esports,Bind,Royal Never Give Up,13,10,3,,Nova Esports,4,2,2,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Royal Never Give Up vs Nova Esports,Split,Royal Never Give Up,13,4,9,,Nova Esports,11,3,8,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Split,Night Wings Gaming,13,8,5,,Gank Gaming,11,7,4,,55:11
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Bind,Night Wings Gaming,14,5,7,2,Gank Gaming,12,5,7,0,1:00:13
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Pearl,Number One Player,15,8,4,3,Monarch Effect,13,8,4,1,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Lotus,Number One Player,10,7,3,,Monarch Effect,13,8,5,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Bind,Number One Player,13,6,6,1,Monarch Effect,15,6,6,3,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Ascent,Totoro Gaming,13,10,3,,Douyu Gaming,4,2,2,,32:59
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Pearl,Totoro Gaming,13,5,8,,Douyu Gaming,10,3,7,,48:24
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Lotus,Kingzone,4,3,1,,Four Angry Men,13,4,9,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Pearl,Kingzone,4,4,0,,Four Angry Men,13,5,8,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Lotus,Invincible Gaming,13,6,7,,Rare Atom,11,5,6,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Bind,Invincible Gaming,13,10,3,,Rare Atom,2,0,2,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Bind,Dragon Ranger Gaming,7,4,3,,TYLOO,13,5,8,,43:23
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Ascent,Dragon Ranger Gaming,9,6,3,,TYLOO,13,7,6,,44:26
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Haven,Weibo Gaming,13,10,3,,Night Wings Gaming,5,3,2,,35:46
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Lotus,Weibo Gaming,13,10,3,,Night Wings Gaming,9,7,2,,43:34
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Pearl,Four Angry Men,13,8,5,,Invincible Gaming,5,1,4,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Bind,Four Angry Men,9,7,2,,Invincible Gaming,13,8,5,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Lotus,Four Angry Men,13,10,3,,Invincible Gaming,2,0,2,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Bind,Douyu Gaming,12,2,10,0,Royal Never Give Up,14,2,10,2,56:22
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Split,Douyu Gaming,11,8,3,,Royal Never Give Up,13,9,4,,52:32
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Ascent,Nova Esports,13,10,3,,Gank Gaming,2,0,2,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Bind,Nova Esports,11,6,5,,Gank Gaming,13,7,6,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Lotus,Nova Esports,9,6,3,,Gank Gaming,13,7,6,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Ascent,Dragon Ranger Gaming,8,4,4,,Monarch Effect,13,5,8,,47:09
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Pearl,Dragon Ranger Gaming,13,7,6,,Monarch Effect,7,2,5,,39:47
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Split,Dragon Ranger Gaming,9,5,4,,Monarch Effect,13,6,7,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Lotus,Shenzhen NTER,13,9,4,,Number One Player,7,4,3,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Split,Shenzhen NTER,13,8,5,,Number One Player,10,6,4,,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Split,Night Wings Gaming,8,5,3,,Shenzhen NTER,13,6,7,,46:44
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Haven,Night Wings Gaming,13,8,5,,Shenzhen NTER,9,5,4,,39:32
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Ascent,Night Wings Gaming,13,6,6,1,Shenzhen NTER,15,6,6,3,
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Bind,Gank Gaming,13,5,8,,Four Angry Men,11,4,7,,50:28
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Haven,Gank Gaming,1,1,0,,Four Angry Men,13,2,11,,30:21
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,16,4,8,4,Four Angry Men,18,4,8,6,1:08:07
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,13,7,6,,Douyu Gaming,11,6,5,,47:37
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,13,9,4,,Douyu Gaming,5,2,3,,33:12
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Haven,Trace Esports,13,10,3,,Four Angry Men,9,7,2,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Lotus,Trace Esports,18,6,6,6,Four Angry Men,16,6,6,4,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Bind,Monarch Effect,13,8,5,,Royal Never Give Up,11,7,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Haven,Monarch Effect,6,2,4,,Royal Never Give Up,13,3,10,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Split,Monarch Effect,13,10,3,,Royal Never Give Up,2,0,2,,
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Pearl,TYLOO,13,9,4,,Shenzhen NTER,4,1,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Lotus,TYLOO,13,4,9,,Shenzhen NTER,9,1,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Haven,Weibo Gaming,10,6,4,,Dragon Ranger Gaming,13,7,6,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Bind,Weibo Gaming,13,6,7,,Dragon Ranger Gaming,9,3,6,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Split,Weibo Gaming,13,8,5,,Dragon Ranger Gaming,5,1,4,,
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Lotus,Attacking Soul Esports,13,6,7,,Trace Esports,10,4,6,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Split,Attacking Soul Esports,5,4,1,,Trace Esports,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Bind,Attacking Soul Esports,11,2,9,,Trace Esports,13,3,10,,
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Lotus,Bilibili Gaming,13,3,10,,Monarch Effect,10,1,9,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Haven,Bilibili Gaming,13,9,4,,Monarch Effect,7,4,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Fracture,FunPlus Phoenix,9,5,4,,TYLOO,13,6,7,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Bind,FunPlus Phoenix,10,4,6,,TYLOO,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Fracture,EDward Gaming,13,8,5,,Weibo Gaming,6,2,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Bind,EDward Gaming,13,9,4,,Weibo Gaming,7,4,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Fracture,Attacking Soul Esports,13,8,5,,Monarch Effect,5,1,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Split,Attacking Soul Esports,13,9,4,,Monarch Effect,5,2,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Lotus,FunPlus Phoenix,13,9,4,,Weibo Gaming,5,2,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Ascent,FunPlus Phoenix,13,5,8,,Weibo Gaming,9,2,7,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Haven,Trace Esports,10,6,4,,Bilibili Gaming,13,7,6,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Lotus,Trace Esports,5,1,4,,Bilibili Gaming,13,2,11,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Split,Trace Esports,2,2,0,,Bilibili Gaming,13,3,10,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Split,TYLOO,6,4,2,,EDward Gaming,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Haven,TYLOO,2,2,0,,EDward Gaming,13,3,10,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Bind,TYLOO,2,2,0,,EDward Gaming,13,3,10,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Lotus,Trace Esports,9,5,4,,FunPlus Phoenix,13,6,7,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Split,Trace Esports,13,8,5,,FunPlus Phoenix,6,2,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Ascent,Trace Esports,8,5,3,,FunPlus Phoenix,13,6,7,,
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Split,TYLOO,3,2,1,,Attacking Soul Esports,13,3,10,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Fracture,TYLOO,13,7,6,,Attacking Soul Esports,10,5,5,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Ascent,TYLOO,14,7,5,2,Attacking Soul Esports,12,7,5,0,
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,3,3,0,,EDward Gaming,13,4,9,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Bind,Bilibili Gaming,10,6,4,,EDward Gaming,13,7,6,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Split,Bilibili Gaming,4,4,0,,EDward Gaming,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Pearl,TYLOO,8,4,4,,FunPlus Phoenix,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Bind,TYLOO,13,8,5,,FunPlus Phoenix,7,3,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Ascent,TYLOO,11,4,7,,FunPlus Phoenix,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Fracture,TYLOO,10,6,4,,FunPlus Phoenix,13,7,6,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Lotus,Bilibili Gaming,11,4,7,,FunPlus Phoenix,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Bind,Bilibili Gaming,13,8,5,,FunPlus Phoenix,9,5,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Pearl,Bilibili Gaming,9,4,5,,FunPlus Phoenix,13,5,8,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Split,Bilibili Gaming,13,9,4,,FunPlus Phoenix,6,3,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Ascent,Bilibili Gaming,13,10,3,,FunPlus Phoenix,5,3,2,,
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Split,EDward Gaming,13,9,4,,Bilibili Gaming,6,3,3,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Fracture,EDward Gaming,13,8,5,,Bilibili Gaming,4,0,4,,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Bind,EDward Gaming,12,8,4,0,Bilibili Gaming,14,8,4,2,-
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Haven,EDward Gaming,14,4,8,2,Bilibili Gaming,12,4,8,0,-
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,FUT Esports,5,5,0,,Evil Geniuses,13,6,7,,57:00
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,FUT Esports,12,6,6,0,Evil Geniuses,14,6,6,2,1:00:24
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,DRX,13,7,6,,Attacking Soul Esports,10,5,5,,59:50
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,DRX,13,8,5,,Attacking Soul Esports,7,3,4,,48:18
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,EDward Gaming,10,6,4,,T1,13,7,6,,59:59
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,EDward Gaming,13,6,7,,T1,7,1,6,,41:39
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,EDward Gaming,12,6,6,0,T1,14,6,6,2,
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Ascent,NRG Esports,13,6,7,,Natus Vincere,8,2,6,,1:03:04
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Lotus,NRG Esports,12,8,4,0,Natus Vincere,14,8,4,2,1:02:13
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Split,NRG Esports,13,10,3,,Natus Vincere,6,4,2,,
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (B),DRX vs Evil Geniuses,Fracture,DRX,5,4,1,,Evil Geniuses,13,5,8,,51:43
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (B),DRX vs Evil Geniuses,Ascent,DRX,9,5,4,,Evil Geniuses,13,6,7,,55:18
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Lotus,NRG Esports,11,6,5,,T1,13,7,6,,1:10:03
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Bind,NRG Esports,13,6,7,,T1,7,1,6,,49:20
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Pearl,NRG Esports,13,7,6,,T1,11,6,5,,
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Haven,Attacking Soul Esports,13,9,4,,FUT Esports,8,5,3,,56:12
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Ascent,Attacking Soul Esports,5,5,0,,FUT Esports,13,6,7,,39:12
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Lotus,Attacking Soul Esports,6,4,2,,FUT Esports,13,5,8,,
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (A),Natus Vincere vs EDward Gaming,Pearl,Natus Vincere,15,5,7,3,EDward Gaming,17,5,7,5,1:32:42
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (A),Natus Vincere vs EDward Gaming,Bind,Natus Vincere,12,6,6,0,EDward Gaming,14,6,6,2,1:01:27
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Bind,DRX,9,3,6,,FUT Esports,13,4,9,,1:03:49
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Fracture,DRX,13,6,7,,FUT Esports,8,2,6,,49:00
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Haven,DRX,13,11,2,,FUT Esports,4,3,1,,
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (A),T1 vs EDward Gaming,Fracture,T1,4,4,0,,EDward Gaming,13,5,8,,48:53
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (A),T1 vs EDward Gaming,Haven,T1,6,2,4,,EDward Gaming,13,3,10,,44:24
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,LOUD vs Evil Geniuses,Fracture,LOUD,7,3,4,,Evil Geniuses,13,4,9,,52:43
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,LOUD vs Evil Geniuses,Ascent,LOUD,5,5,0,,Evil Geniuses,13,6,7,,48:02
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Haven,Team Liquid,13,6,7,,EDward Gaming,9,3,6,,1:01:45
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Split,Team Liquid,8,6,2,,EDward Gaming,13,7,6,,51:48
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Lotus,Team Liquid,13,5,8,,EDward Gaming,11,4,7,,
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,FNATIC vs NRG Esports,Fracture,FNATIC,13,6,7,,NRG Esports,9,3,6,,1:04:59
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,FNATIC vs NRG Esports,Bind,FNATIC,13,10,3,,NRG Esports,4,2,2,,44:22
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Paper Rex vs DRX,Split,Paper Rex,13,9,4,,DRX,10,7,3,,1:02:11
